title,abstract,authors,figures,pages,tables,pdf_link,primary_subject,secondary_subjects,submitted_journal,published_journal,keywords,date,reason_removed
Towards mapping turbulence in the intracluster medium IV. Using NewAthena/X-IFU and simulation based inference to constrain turbulence,"Context. The NewAthena mission planned for launch in the mid-2030s will carry X-IFU, an integral field unit spectrometer that will enable unique insight in the X-ray hot universe through its combination of spectral and spatial capabilities. The high spectral resolution will allow a mapping of turbulent velocities of the hot gas in galaxy clusters, providing an unrivaled way to study the complex dynamics within galaxy clusters.Aims. This is the fourth in a series of papers aimed at forecasting the ability to investigate turbulence in the intracluster medium through the observation of the centroid shift caused by turbulent motions of the gas. In this paper we improve on previous methods by investigating the ability of simulation-based inference (SBI) to constrain the underlying nature of velocity fluctuations through the use of standard observational diagnostics, such as the structure function.Methods. We rely on a complex architecture of neural networks in order to model the likelihood and posterior distributions relevant to our case. We investigate its capability to retrieve the turbulence parameters on mock observations, and explore its capability to use alternative summary statistics.Conclusions. Our trained models are able to infer the parameters of the intracluster gas velocity power-spectrum in independently simulated X-IFU observations of a galaxy cluster. We evaluated the precision of the recovery for different models. We show the necessity to use methods such as SBI to avoid an under-estimation of the sources of variance by comparing the results to our previous paper. We confirm that sample variance severely impacts the precision of recovered turbulent features. Our results demonstrate the need for advanced modeling methods to tackle the complexity of the physical information nested within future observations expected from X-IFU/NewAthena.","['Alexeï Molin', 'Simon Dupourqué', 'Nicolas Clerc', 'Étienne Pointecouteau', 'François Pajot', 'Edoardo Cucchetti']",13.0,16.0,0.0,arxiv.org/pdf/2505.14378,Cosmology and Nongalactic Astrophysics,,Astronomy and Astrophysics,,['Turbulence – Galaxy Clusters – X-Rays – X-IFU 1'],2025-05-21,Duplicate
Improving the Γ-functions Method for Vortex Identification,"Vortices have been observed at various heights within the solar atmosphere and are suggested to potentially play great roles in heating the solar upper atmosphere. Multiple automated vortex detection methods have been developed and applied to detect vortices. We aim to improve the $\Gamma$-functions method for vortex identification by optimizing the value of $\Gamma_{1min}$ and the approach to calculate $\Gamma_1$ and $\Gamma_2$ used to determine vortex center and edge. In this way, we can detect vortices more accurately and enable more statistical studies that can improve our knowledge of the generation and evolution of vortices in the solar atmosphere. We apply the automated swirl detection algorithm (ASDA, one representative of $\Gamma$-functions method) with different parameters to various synthetic data, with each containing 1000 Lamb-Oseen vortices, and search for the optimal $\Gamma_{1min}$ and kernel size when calculating $\Gamma_1$ and $\Gamma_2$. We also compare another detection method using simulation and observational data to validate the results obtained from the synthetic data. The best performance is found with the Optimized ASDA, which combines different kernel sizes (5, 7, 9, and 11) to calculate $\Gamma_1$ and $\Gamma_2$ with a fixed $\Gamma_{1min}$ = 0.63 to detect vortex center. We find that more vortices can be detected by the Optimized ASDA with higher location, radius, and rotation speed accuracies. The above results are further confirmed by comparing vortices detected by the Optimized ASDA and the SWIRL method on CO5BOLD numerical simulation data and SST observational data.","['Quan Xie', 'Jiajia Liu', 'Robert Erdélyi', 'Yuming Wang']",7.0,14.0,5.0,arxiv.org/pdf/2505.14384,Solar and Stellar Astrophysics,['Instrumentation and Methods for Astrophysics'],,,['Sun: activities – Sun: vortices – Method: improvement 1'],2025-05-21,Duplicate
A New Wavelet Scattering Transform-Based Statistic for Cosmological Analysis of Large-Scale Structure,"In this study, we propose a novel method based on the wavelet scattering transform (WST) to distinguish large-scale structures of the universe across different cosmological models while mitigating tracer bias. By introducing a tailored data preprocessing strategy--particularly a high-density apodization technique--and defining a new statistical measure, the WST $m$-mode ratios, we assess performance using \texttt{CosmicGrowth} N-body simulations across three datasets: WMAP, mWMAP, and Planck. We find that only the WST ratio $R^{\rm wst}$ within the scale range $j \in [3,7]$ achieves a reduced chi-square for cosmological parameters $\chi^2_{\nu, \rm cos} \gg 1$ while maintaining $\chi^2_{\nu, \rm bias} \sim 1$ for tracer bias--a regime unattained by any other statistic. These results highlight $R^{\rm wst}$ as a promising tool for future galaxy surveys, offering strong cosmological sensitivity with effective bias mitigation.","['Zhujun Jiang', 'Xiaolin Luo', 'Wenying Du', 'Zhiwei Min', 'Fenfen Yin', 'Longlong Feng', 'Jiacheng Ding', 'Le Zhang', 'Xiao-Dong Li']",5.0,12.0,3.0,arxiv.org/pdf/2505.14400,Cosmology and Nongalactic Astrophysics,,,,[],2025-05-21,Duplicate
Counterpart-Induced Millisecond-Scale Truncation Mechanism of Fast Radio Bursts,"The observed millisecond-scale duration is an essential yet mysterious feature of fast radio bursts (FRBs). In this Letter, we link the observed soft gamma-ray counterpart of FRB 200428 to electron-positron pair cascades driven by Compton scattering and the Breit-Wheeler process. We demonstrate that such pair cascades can truncate FRBs to durations down to millisecond-scale, thereby establishing millisecond-scale upper bounds on their durations. The physical processes involved in the truncation mechanism occur during the propagation of FRBs after their production. Consequently, this mechanism is independent of the specific production mechanism or origin of the FRBs, suggesting that it could potentially operate in all FRBs. Our results lift the constraint on FRB production mechanisms that they must inherently generate bursts lasting only milliseconds.","['Yutong He', 'Christoph H. Keitel', 'Matteo Tamburini']",3.0,6.0,0.0,arxiv.org/pdf/2505.14413,High Energy Astrophysical Phenomena,"['High Energy Physics - Phenomenology', 'Plasma Physics']",,,[],2025-05-21,Duplicate
Distribution of Dark Matter in Galaxies,"Properties of dark matter particles are investigated using astronomical data evaluated by the SPARC-group: the data of 2693 rotational data points from 153 different galaxies have been combined to an average gravitational behavior of the galaxies. The ratio of dark matter mass to the baryonic mass within the galaxies is determined, as well as the distributions of dark matter masses, mass densities and rotational velocities",['P. Steffen'],7.0,8.0,1.0,arxiv.org/pdf/2505.14426,Astrophysics of Galaxies,,,,[],2025-05-21,Duplicate
Five New Sirius-Like White Dwarf + Main Sequence Star Systems with MagAO-X,"Most known white dwarfs in multiple systems with main sequence stars have been discovered with M-type companions, because the white dwarf causes detectable UV excess and bluer colors than expected from a single M star. Surveys have shown that the number of white dwarfs in Sirius-like systems within 100 pc of the Sun is lower than expected, suggesting that white dwarfs are being missed in the glare of their main sequence companions. In this work we have leveraged the angular resolution and high-contrast capabilities, as well as optimization for visible wavelengths, of the extreme adaptive optics instrument MagAO-X to detect new white dwarf companions to AFGK stars. We present the first results of our survey with the extreme AO instrument MagAO-X, called the Pup Search, of 18 targets with seven new candidate companions, five of which are confirmed to be white dwarfs. We discuss the new detections in the context of previous surveys and other detection metric sensitivities and show that we are sensitive to a region not probed by other surveys. Finally we discuss the future of the Pup Search in light of developing technologies.","['Logan A. Pearce', 'Jared R. Males', 'Sebastiaan Y. Haffert', 'Laird M. Close', 'Joseph D. Long', 'Eden A. McEwen', 'Joshua Liberman', 'Maggie Y. Kautz', 'Jay K. Kueny', 'Alycia J. Weinberger', 'Jialin Li', 'Elena Tonucci', 'Katie Twitchell', 'Avalon McLeod', 'Warren B. Foster', 'Olivier Guyon', 'Alexander Hedglen', 'Kyle Van Gorkom', 'Jennifer Lumbres', 'Lauren Schatz', 'Victor Gasho', 'Katie M. Morzinski', 'Phil M. Hinz']",15.0,26.0,3.0,arxiv.org/pdf/2505.14439,Solar and Stellar Astrophysics,,AJ,,"['DA stars (348)', 'White dwarf stars (1799)', 'Detached binary stars (375)', 'Wide binary stars (1801) 1', 'Visual binary stars (1777)', 'Binary stars (154)']",2025-05-21,Duplicate
First Identification and Precise Spectral Measurement of the Proton Component in the Cosmic-Ray `Knee',"We report the first high-purity identification of cosmic-ray (CR) protons and a precise measurement of their energy spectrum from 0.15 to 12 PeV using the Large High Altitude Air Shower Observatory (LHAASO). Abundant event statistics, combined with the simultaneous detection of electrons/photons, muons, and Cherenkov light in air showers, enable spectroscopic measurements with statistical and systematic accuracy comparable to satellite data at lower energies. The proton spectrum shows significant hardening relative to low-energy extrapolations, culminating at 3 PeV, followed by sharp softening. This distinct spectral structure - closely aligned with the knee in the all-particle spectrum - points to the emergence of a new CR component at PeV energies, likely linked to the dozens of PeVatrons recently discovered by LHAASO, and offers crucial clues to the origin of Galactic cosmic rays.","['LHAASO Collaboration', 'Zhen Cao', 'F. Aharonian', 'Y.X. Bai', 'Y.W. Bao', 'D. Bastieri', 'X.J. Bi', 'Y.J. Bi', 'W. Bian', 'A.V. Bukevich', 'C.M. Cai', 'W.Y. Cao', 'Zhe Cao', 'J. Chang', 'J.F. Chang', 'A.M. Chen', 'E.S. Chen', 'G.H. Chen', 'H.X. Chen', 'Liang Chen', 'Long Chen', 'M.J. Chen', 'M.L. Chen', 'Q.H. Chen', 'S. Chen', 'S.H. Chen', 'S.Z. Chen', 'T.L. Chen', 'X.B. Chen', 'X.J. Chen', 'Y. Chen', 'N. Cheng', 'Y.D. Cheng', 'M.C. Chu', 'M.Y. Cui', 'S.W. Cui', 'X.H. Cui', 'Y.D. Cui', 'B.Z. Dai', 'H.L. Dai', 'Z.G. Dai', 'Danzengluobu', 'Y.X. Diao', 'X.Q. Dong', 'K.K. Duan', 'J.H. Fan', 'Y.Z. Fan', 'J. Fang', 'J.H. Fang', 'K. Fang', 'C.F. Feng', 'H. Feng', 'L. Feng', 'S.H. Feng', 'X.T. Feng', 'Y. Feng', 'Y.L. Feng', 'S. Gabici', 'B. Gao', 'C.D. Gao', 'Q. Gao', 'W. Gao', 'W.K. Gao', 'M.M. Ge', 'T.T. Ge', 'L.S. Geng', 'G. Giacinti', 'G.H. Gong', 'Q.B. Gou', 'M.H. Gu', 'F.L. Guo', 'J. Guo', 'X.L. Guo', 'Y.Q. Guo', 'Y.Y. Guo', 'Y.A. Han', 'O.A. Hannuksela', 'M. Hasan', 'H.H. He', 'H.N. He', 'J.Y. He', 'X.Y. He', 'Y. He', 'S. Hernandez-Cadena', 'B.W. Hou', 'C. Hou', 'X. Hou', 'H.B. Hu', 'S.C. Hu', 'C. Huang', 'D.H. Huang', 'J.J. Huang', 'T.Q. Huang', 'W.J. Huang', 'X.T. Huang', 'X.Y. Huang', 'Y. Huang', 'Y.Y. Huang', 'X.L. Ji', 'H.Y. Jia']",3.0,46.0,0.0,arxiv.org/pdf/2505.14447,High Energy Astrophysical Phenomena,['High Energy Physics - Experiment'],,,[],2025-05-21,Duplicate
OSIRIS-REx Operational Key Decision Points: A Retrospective,"OSIRIS-REx, NASA's first asteroid sample return mission, rendezvoused with the near-Earth asteroid Bennu in 2018 and delivered a 121.6-gram sample to Earth in 2023, the largest amount of material ever recovered from a planetary body beyond the Moon. The operations phase of OSIRIS-REx was considered the most challenging robotic mission that NASA had undertaken, owing to the tight constraints on spacecraft performance and the microgravity environment. In preparation for the sample collection and return campaign, the mission leadership defined four operational key decision points (OKDPs) at critical junctures: sample site selection, rehearsal and execution of the sample collection maneuver, sample stow, and Earth return. This publication examines these OKDPs in depth, inclusive of rationale, implementation, decision processes, and efficacy. We also review other decisions that enabled mission success despite the unexpectedly rugged nature of Bennu's surface. This information should be beneficial for future challenging operational concepts where science-in-the-loop, time-critical decision making is integral to success.","['Rich Burns', 'Dante S. Lauretta']",15.0,14.0,0.0,arxiv.org/pdf/2505.14632,Earth and Planetary Astrophysics,['Instrumentation and Methods for Astrophysics'],,,[],2025-05-21,Duplicate
Minimizing Contaminant Leakage in Internal Linear Combination Maps Using a Data-Driven Approach,"The thermal Sunyaev-Zel'dovich (tSZ) effect, the inverse-Compton scattering of cosmic microwave background (CMB) photons off high-energy electrons, is a powerful probe of hot, ionized gas in the Universe. It is often measured via cross-correlations of CMB data with large-scale structure (LSS) tracers to constrain gas physics and improve cosmological constraints. The largest source of bias to these measurements is the leakage of poorly understood thermal dust emission from star-forming galaxies -- the cosmic infrared background (CIB) -- into the tSZ maps. This CIB contamination is difficult to clean via multifrequency component separation methods, such as internal linear combination (ILC), due to uncertainty in its spectral energy distribution (SED), which exhibits spatial and line-of-sight variation and decorrelation. Thus, improved ILC-based techniques have been developed to null (""deproject"") both the CIB and its first moment with respect to the emissivity index $\beta$ in order to robustly remove the CIB despite the lack of first-principles knowledge of its SED. While decreasing the bias, such procedures can significantly increase the noise in the resulting ILC maps. In this paper, we develop a data-driven algorithm for determining the optimal CIB SED to deproject when measuring a tSZ-LSS cross-correlation, obviating the need to deproject the first moment in the ILC map used for such a measurement. Our method gives an unbiased cross-correlation with increased signal-to-noise. We demonstrate its efficacy on simulations, finding a 60% improvement in the signal-to-noise ratio for an example tSZ cross-correlation with a halo sample at redshifts $0.8 < z < 1.8$, as compared to moment deprojection approaches. Though used here for CIB removal in tSZ cross-correlations, our method is broadly applicable to minimizing contaminant leakage in ILC maps. Our code is available in CIB-deproj.","['Kristen M. Surrao', 'Shivam Pandey', 'J. Colin Hill', 'Eric J. Baxter']",9.0,9.0,0.0,arxiv.org/pdf/2505.14644,Cosmology and Nongalactic Astrophysics,,,,[],2025-05-21,Duplicate
A model of magnetised and rotating convection for stellar and planetary interiors,"Convection is a fundamental mechanism for energy transport in stars and planets, playing a pivotal role in shaping their structures and evolution. The Mixing-Length Theory, a monomodal approach to convection, is widely adopted and implemented in 1D stellar structure and evolution codes. However, it overlooks the combined effects of rotation and magnetic fields, which are ubiquitous across a wide range of stars and planets. To address this limitation, we extend the Mixing-Length Theory including both rotation and magnetic fields within a Cartesian set-up. Building on the work by Stevenson 1979, we use a heat-flux maximisation principle, which amounts to selecting the convective mode that carries the most heat. Our findings show that both rotation and magnetic fields individually tend to suppress convection. However, when combined, they can enhance convection strength under certain conditions. We derive expressions for the root-mean-square (rms) velocity, characteristic length scale, and degree of superadiabaticity as functions of the rotation rate and magnetic field strength. These results offer new insights for more accurately modeling convection and its impact on stellar and planetary structures in one-dimensional and forthcoming multi-dimensional evolution models.","['Leïla Bessila', 'Stéphane Mathis']",8.0,14.0,2.0,arxiv.org/pdf/2505.14650,Solar and Stellar Astrophysics,['Earth and Planetary Astrophysics'],Astronomy & Astrophysics,,['convection - Magnetohydrodynamics (MHD) - Instabilities - magnetic field - stars: rotation 1'],2025-05-21,Duplicate
"The Great Comets of 1843 and 1882 at Their Previous Return to Perihelion in the Twelfth Century: One Spectacular, the Other Dull","New insights into the history of C/1843 D1 and C/1882 R1, the two celebrated Kreutz sungrazers, are provided by assessing evidence on their appearance at the previous perihelion return, known as X/1106 C1 and the Chinese comet of 1138 (Ho's No. 403), respectively. The conditions differed vastly because of disparities in geocentric distance, solar elongation, and phase correction (forward scattering), all linked to the arrival times (early February vs early August). The conclusions include: the daytime sighting of the 1106 comet by Sigebert de Gembloux is consistent with expectation and so are the accounts of an exceptionally long tail observed later in twilight; the comet reached perihelion only hours before its daytime detection; the 1138 comet could have never been sighted in daylight or discovered much earlier than it actually was, in early September, one month after perihelion; at discovery, the tail is predicted to have reached elevations of 15-30 deg, while the head was only 10 deg above horizon, when observed from moderate northern latitudes; the notion that Kreutz sungrazers at perihelion between mid-May and mid-August could not be seen from the ground except possibly in daylight is misleading; the appearance of the 1138 comet's nucleus after its tidal fragmentation at perihelion is modeled on the assumption that it consisted of five major fragments (including C/1882 R1 and C/1965 S1); and unpredictable morphological changes with time in the 1882 sungrazer's split nucleus are discussed.",['Zdenek Sekanina'],14.0,20.0,9.0,arxiv.org/pdf/2505.14662,Earth and Planetary Astrophysics,,,,"['C/1965S1', 'comets:X/1106C1', '1138', 'X/1702D1', 'C/1882R1']",2025-05-21,Duplicate
A JWST View of the Overmassive Black Hole in NGC 4486B,"We present a new stellar dynamical measurement of the supermassive black hole (SMBH) in the compact elliptical galaxy NGC 4486B, based on integral field spectroscopy with JWST/NIRSpec. The two-dimensional kinematic maps reveal a resolved double nucleus and a velocity dispersion peak offset from the photometric center. Utilizing two independent methods-Schwarzschild orbit-superposition and Jeans Anisotropic Modeling-we tightly constrain the black hole mass by fitting the full line-of-sight velocity distribution. Our axisymmetric Schwarzschild models yield a best-fit black hole mass of $M_{BH} = 3.6^{+0.6}_{-0.6} \times 10^8 \, M_{\odot}$, slightly lower but significantly more precise than previous estimates. However, since our models do not account for the non-equilibrium nature of the double nucleus, this value may represent a lower limit. The inferred black hole mass corresponds to approximately 4-13% of the total stellar mass, providing robust evidence for an overmassive SMBH in NGC 4486B. Combined with the galaxy's location deep within the Virgo Cluster, our results support the interpretation that NGC 4486B is the tidally stripped remnant core of a formerly massive galaxy. As the JWST/NIRSpec field of view is insufficient to constrain the dark matter halo, we incorporate archival ground-based long-slit kinematics extending to 5 arcsec. While this provides some leverage on the dark matter content, the constraints remain relatively weak. We place only an upper limit on the dark matter fraction, with $M_{DM}/M_{*} < 0.5$ within 1 kpc-well beyond the effective radius. The inferred black hole mass remains unchanged with or without a dark matter halo.","['Behzad Tahmasebzadeh', 'Matthew A. Taylor', 'Monica Valluri', 'Haruka Yoshino', 'Eugene Vasiliev', 'Michael J. Drinkwater', 'Solveig Thompson', 'Kristen Dage', 'Patrick Côté', 'Laura Ferrarese', 'Tatsuya Akiba', 'Vivienne Baldassare', 'Misty C. Bentz', 'John P. Blakeslee', 'Holger Baumgardt', 'Youkyung Ko', 'Chengze Liu', 'Ann-Marie Madigan', 'Eric W. Peng', 'Joel Roediger', 'Kaixiang Wang', 'Tyrone E. Woods']",5.0,12.0,2.0,arxiv.org/pdf/2505.14676,Astrophysics of Galaxies,,,,['Stellar Dynamics (1596) — Supermassive black holes (1663) — Ultracompact dwarf galaxies (1734) — Galaxy evolution (594) — Compact galaxies (285) — 1'],2025-05-21,Duplicate
HDO ice detected toward an isolated low-mass protostar with JWST,"Water is detected in environments representing every stage of star and solar system formation, but its chemical evolution throughout these stages remains poorly constrained. Deuterium ratios offer a means of probing chemical links between water in different cosmic regions because of their sensitivity to physicochemical conditions. Here, we present the first detection of the 4.1 $\mu$m HDO ice feature with JWST toward a low-mass protostar, L1527 IRS, which may eventually grow to a sun-like mass. We measure an ice HDO/H$_{2}$O ratio of 4.4$^{+3.7}_{-1.7}$$\times$10$^{-3}$, where the reported error is dominated by uncertainties in continuum definition and ice band strengths. This fraction is similar to the gas HDO/H$_{2}$O ratios measured in the warm ($>$100 K) inner cores of other low-mass protostellar envelopes and protoplanetary disks found in comparably isolated star-forming regions. Such a similarity tentatively supports the assumption that water vapor detected in these regions is not significantly altered by gas-phase reactions following ice sublimation. It also supports the hypothesis that pre- and protostellar water ice is largely inherited in a chemically unaltered state by outer protoplanetary disks. However, the fraction is a factor of $\sim$4-10 times higher than the gas HDO/H$_{2}$O ratios measured toward comets and low-mass protostars in clustered star-forming regions. This difference may be due to either gas-phase water reprocessing in protostellar envelopes and protoplanetary disks, or differences between prestellar conditions of isolated dense cores and the clustered star-forming regions that are more analogous to the environment in which our Sun formed.","['Katerina Slavicinska', 'Łukasz Tychoniec', 'María Gabriela Navarro', 'Ewine F. van Dishoeck', 'John J. Tobin', 'Martijn L. van Gelder', 'Yuan Chen', 'A. C. Adwin Boogert', 'W. Blake Drechsler', 'Henrik Beuther', 'Alessio Caratti o Garatti', 'S. Thomas Megeath', 'Pamela Klaassen', 'Leslie W. Looney', 'Patrick J. Kavanagh', 'Nashanty G. C. Brunken', 'Patrick Sheehan', 'William J. Fischer']",4.0,10.0,1.0,arxiv.org/pdf/2505.14686,Solar and Stellar Astrophysics,['Astrophysics of Galaxies'],ApJL,"Frontiers in Astronomy and Space Science, 2025",['Astrochemistry (75) — Protostars (1302) — Isotopic abundances (867) — Ice spectroscopy (2250) – Infrared spectroscopy (2285) 1'],2025-05-21,Duplicate
Solar Flare Prediction Using LSTM and DLSTM with Sliding Window Pattern Recognition,"We investigate the use of Long Short-Term Memory (LSTM) and Decomposition-LSTM (DLSTM) networks, combined with an ensemble algorithm, to predict solar flare occurrences using time-series data from the GOES catalog. The dataset spans from 2003 to 2023 and includes 151,071 flare events. Among approximately possible patterns, 7,552 yearly pattern windows are identified, highlighting the challenge of long-term forecasting due to the Sun's complex, self-organized criticality-driven behavior. A sliding window technique is employed to detect temporal quasi-patterns in both irregular and regularized flare time series. Regularization reduces complexity, enhances large flare activity, and captures active days more effectively. To address class imbalance, resampling methods are applied. LSTM and DLSTM models are trained on sequences of peak fluxes and waiting times from irregular time series, while LSTM and DLSTM, integrated with an ensemble approach, are applied to sliding windows of regularized time series with a 3-hour interval. Performance metrics, particularly TSS (0.74), recall (0.95) and the area under the curve (AUC=0.87) in the receiver operating characteristic (ROC), indicate that DLSTM with an ensemble approach on regularized time series outperforms other models, offering more accurate large-flare forecasts with fewer false errors compared to models trained on irregular time series. The superior performance of DLSTM is attributed to its ability to decompose time series into trend and seasonal components, effectively isolating random noise. This study underscores the potential of advanced machine learning techniques for solar flare prediction and highlights the importance of incorporating various solar cycle phases and resampling strategies to enhance forecasting reliability.","['Zeinab Hassani', 'Davud Mohammadpur', 'Hossein Safari']",8.0,15.0,4.0,arxiv.org/pdf/2507.05313,Solar and Stellar Astrophysics,"['Artificial Intelligence', 'Machine Learning']",,,[],2025-07-09,Ghost/Extra (Not in Pure List)
Can Orbital Decay of Accreting Binary Pulsars Probe Dark Matter?,"The merger of binary pulsars in dark matter (DM)-rich environments can result in DM particle accretion, leading to an increase in the individual pulsar masses. In this work, we investigate the effects of DM accretion on the change in orbital period rate of binary pulsars. Our analysis reveals that while DM accretion increases the system's mass, it may also modify the orbital evolution by enhancing the orbital decay rate. By comparing our results with existing binary pulsar data near Earth's location, we report that the current DM accretion rate is insufficient to place meaningful constraints on DM particle properties. However, we demonstrate that future observations of pulsar mergers in the high DM-density environment of the galactic center could offer a unique opportunity to probe DM microphysics through this mechanism.",['Arvind Kumar Mishra'],2.0,9.0,2.0,arxiv.org/pdf/2507.06178,Cosmology and Nongalactic Astrophysics,"['High Energy Astrophysical Phenomena', 'High Energy Physics - Phenomenology']",,,[],2025-07-09,Ghost/Extra (Not in Pure List)
Characterization of mini-CryoCube detectors from the Ricochet experiment commissioning at the Institut Laue-Langevin,"The Ricochet experiment aims to measure the coherent elastic neutrino-nucleus scattering process from antineutrinos emitted by a research nuclear reactor operated by the Institut Laue-Langevin (Grenoble, France). This article presents a description of the Ricochet experimental installation and the detector performance achieved during its commissioning with a mini-CryoCube module consisting of three 42-gram germanium cryogenic calorimeters. The baseline resolutions and background levels are reported both during reactor-on and reactor-off periods, and as noise mitigation techniques were improved. A baseline resolution of 40 eV electron equivalent was achieved for the ionization channel after setup improvements, and the phonon channel resolutions ranged from 50 to 80 eV of total phonon energy. In the energy region from 2 to 7 keV, a nuclear recoil rate of 15(2) events/(kg day keV) is measured during the reactor-off period selecting events in coincidence with muon veto signals. This rate is in agreement with the cosmogenic neutron rate calculated from GEANT4 simulations. After the rejection of events in coincidence with signals in the muon veto detectors, a combined 90% C.L. limit on the nuclear recoil background of < 9 events/(kg day keV) is obtained in that energy region during the reactor-on period, which is compatible with our GEANT4 model calculation corresponding to a total rate of 5 events/(kg day keV). The sensitivity of this analysis was however found to be limited by a surface event contamination which is currently being addressed by the Ricochet Collaboration with upgraded detectors.","['Antoine Armatol', 'Corinne Augier', 'Louis Bailly-Salins', 'Guillaume Baulieu', 'Laurent Bergé', 'Julien Billard', 'Juliette Blé', 'Guillaume Bres', 'Jean-Louis Bret', 'Alexandre Broniatowski', 'Martino Calvo', 'Antonella Cavanna', 'Antoine Cazes', 'Emanuela Celi', 'David Chaize', 'Mohammed Chala', 'Maurice Chappellier', 'Luke Chaplinsky', 'Guillaume Chemin', 'Ran Chen', 'Jules Colas', 'Laurent Couraud', 'Elspeth Cudmore', 'Maryvonne De Jesus', 'Nicole Dombrowski', 'Louis Dumoulin', 'Alan Durnez', 'Olivier Exshaw', 'Sylvain Ferriol', 'Enectali Figueroa-Feliciano', 'Joseph A. Formaggio', 'Stephane Fuard', 'Jules Gascon', 'Andrea Giuliani', 'Corinne Goy', 'Cyrille Guerin', 'Elsa Guy', 'Leïla Haegel', 'Scott A. Hertel', 'Christophe Hoarau', 'Ziqing Hong', 'Jean-Christophe Ianigro', 'Yong Jin', 'Alexandre Juillard', 'Temirlan Khussainov', 'Andrew Kubik', 'Jacob Lamblin', 'Hugues Lattaud', 'Tatiana Le-Bellec', 'Laetitia Leroy', 'Mingyu Li', 'Alexey Lubashevskiy', 'Stefanos Marnieros', 'Nicolas Martini', 'Julien Minet', 'Alessandro Monfardini', 'Franck Mounier', 'Valentina Novati', 'Emiliano Olivieri', 'Pratyush K. Patel', 'Eric Perbet', 'Harold Douglas Pinckney', 'Denys V. Poda', 'Dmitrii Ponomarev', 'Wouter Van De Pontseele', 'Jean-Sébastien Real', 'Faith C. Reyes', 'Alejandro Rodriguez', 'Murielle Rousseau', 'Sergey Rozov', 'Irina Rozova', 'Brianna Ryan', 'Deeksha Sabhari', 'Silvia Scorza', 'Renaud Serra', 'Yegor Shevchik', 'Torsten Soldner', 'Anne Stutz', 'Christian Ulysse', 'Lionel Vagneron', 'Sergey Vasilyev', 'Francis Vezzu', 'Paul Vittaz', 'Evgeny Yakushev', 'Jiatong Yang', 'Daniya Zinatulina']",9.0,16.0,0.0,arxiv.org/pdf/2507.22751,Instrumentation and Methods for Astrophysics,"['High Energy Physics - Experiment', 'Instrumentation and Detectors']",,,[],2025-07-31,Ghost/Extra (Not in Pure List)
The $R^2$-Higgs inflation: $R^3$ contribution and preheating after ACT and SPT data,"The $R^2$-Higgs inflation is one of the simplest yet best-fit models consistent with Planck data. The higher spectral index $n_s$ recently reported by the combined cosmic microwave background (CMB) data from the Atacama Cosmology Telescope (ACT), South Pole Telescope (SPT), and Planck, along with baryonic acoustic oscillation data from the Dark Energy Spectroscopic Instrument (DESI), disfavors the single-field-like regime of $R^2$-Higgs inflation at approximately $2\sigma$. Following a doubly covariant formalism, we show that the $R^2$-Higgs inflation, when modified by a dimension-six $R^3$ term, can account for the high $n_s$ reported by CMB+BAO. In this regard, we find that preheating may play a pivotal role. We also show that if the nonminimal coupling between the Ricci scalar $R$ and the Higgs field is $\mathcal{O}(10)$, then preheating via the production of Higgs quanta may help explain the reported observations.",['Tanmoy Modak'],7.0,15.0,0.0,arxiv.org/pdf/2509.02979,Cosmology and Nongalactic Astrophysics,"['General Relativity and Quantum Cosmology', 'High Energy Physics - Phenomenology']",,,[],2025-09-04,Ghost/Extra (Not in Pure List)
Unsupervised Kinematic Dissection of the Solar Neighborhood: Identifying Stellar Moving Groups with Gaia DR3,"We present a comprehensive kinematic analysis of the solar neighborhood (d < 50 pc) using high-precision astrometric data from the third Gaia Data Release (DR3). By leveraging the full six dimensional phase space information (positions and velocities), we apply the Density-Based Spatial Clustering of Applications with Noise (DBSCAN) algorithm to blindly identify stellar overdensities in the Galactocentric Cartesian velocity space (U, V, W ). Our unsupervised machine learning approach successfully recovers the kinematic cores of major local moving groups, including the Hyades and Pleiades streams, without prior assumptions regarding their membership or spatial distribution. We analyze the velocity dispersion and structural properties of these associations, demonstrating that automated clustering algorithms are robust tools for mapping the complex dynamical history of the local Milky Way disk. These results confirm the hierarchical nature of stellar kinematic substructures and provide a catalog of high-probability members for future spectroscopic follow-up.",['Aanmay Raj'],1.0,6.0,0.0,arxiv.org/pdf/2512.09078,Astrophysics of Galaxies,,,,[],2025-12-11,Ghost/Extra (Not in Pure List)
