title,abs_journal,status
Detection of New Auroral Emissions at Io and Implications for Its Interaction with the Plasma Torus,The Planetary Science Journal,success
Physical properties of galaxies and the UV Luminosity Function from $z\sim6$ to $z\sim14$ in COSMOS-Web,arXiv e-prints,success
CLASH-VLT: The variance of the velocity anisotropy profiles of galaxy clusters,arXiv e-prints,success
CLAPP: The CLASS LLM Agent for Pair Programming,arXiv e-prints,success
Strength in Numbers: Red Galaxies Bolster the Cosmic Star Formation Rate Density at z > 3,arXiv e-prints,success
Constraints on DBI dark energy with chameleon mechanism,arXiv e-prints,success
"Cosmic string gravitational wave backgrounds at LISA: I. Signal survey, template reconstruction, and model comparison",arXiv e-prints,success
Spatially resolved gas-phase metallicity at z~2-3 with JWST/NIRISS,arXiv e-prints,success
The impact of galaxy bias on cross-correlation tomography,Monthly Notices of the Royal Astronomical Society,success
Combined tracer analysis for DESI 2024 BAO,arXiv e-prints,success
"JWST+ALMA reveal the ISM kinematics and stellar structure of MAMBO-9, a merging pair of DSFGs in an overdense environment at $z=5.85$",arXiv e-prints,success
Mapping the Distant and Metal-Poor Milky Way with SDSS-V,arXiv e-prints,success
"A Census of Variable Radio Sources at $3\,$GHz",arXiv e-prints,success
Gravitational waves from axion inflation in the gradient expansion formalism I: Pure axion inflation,arXiv e-prints,success
Can cosmic rotation resolve the Hubble tension? Constraints from CMB and large-scale structure,arXiv e-prints,success
Forward cascade of large-scale primordial magnetic fields during structure formation,arXiv e-prints,success
Analogues of the Milky Way-Sagittarius interaction in the TNG50: effect on the Milky Way,arXiv e-prints,success
Cosmological Zoom-In Simulation of Odd Radio Circles as Merger-Driven Shocks in Galaxy Groups,arXiv e-prints,success
Chemical abundances of seven stars in the GD-1 stream,The Astrophysical Journal,success
Star formation histories and gas content limits of three ultra-faint dwarfs on the periphery of M31,arXiv e-prints,success
Challenges to the Two-Infall Scenario by Large Stellar Age Catalogs,arXiv e-prints,success
A Catalog of Forty-two Heartbeat Stars Discovered in TESS Data,The Astrophysical Journal,success
GW231123 Formation from Population III Stars: Isolated Binary Evolution,arXiv e-prints,success
Equation vs. AI: Predict Density and Measure Width of molecular clouds by Multiscale Decomposition,arXiv e-prints,success
The 2025 Release of Cloudy,arXiv e-prints,success
Metal-Poor Star-Forming Clumps in Cosmic Noon Galaxies: Evidence for Gas Inflow and Chemical Dilution Using JWST NIRISS,The Astrophysical Journal,success
Forming Double Neutron Stars using Detailed Binary Evolution Models with POSYDON: Comparison to the Galactic Systems,arXiv e-prints,success
Cosmic Trajectories calculation with state of the art lattice QCD equation of state,arXiv e-prints,success
JWST imaging of omega Centauri -- I. Luminosity and mass functions of its main sequence populations,Astronomy and Astrophysics,success
Effective Theories of Redshift-Space Galaxy Peculiar Velocities,arXiv e-prints,success
2D End-to-End Modeling of Kilonovae from Binary Neutron-Star Merger Remnants,Monthly Notices of the Royal Astronomical Society,success
Rapid cosmological inference with the two-loop matter power spectrum,arXiv e-prints,success
Testing Gamma/Hadron Separation for Ultra-High-Energy Cherenkov Astronomy,arXiv e-prints,success
Development of Space Qualified Signal Processing Readout Electronics for HabWorlds and Origins Space Telescope Detector and Arrays,arXiv e-prints,success
A Nitrogen-rich AGN Powering a Large Ionizing Bubble at z=8.63,arXiv e-prints,success
Daily fluctuations propagate damply through a black hole accretion disk,arXiv e-prints,success
Position drift with Gaia,arXiv e-prints,success
Measuring the Astrophysical $\barν:ν$ Ratio with IceCube,arXiv e-prints,success
Luminous Mid-IR Selected Obscured Quasars at Cosmic Noon in SDSS Stripe82 II: Spectroscopic Diversity and Broad H$α$ Emissions,Monthly Notices of the Royal Astronomical Society,success
EUCLID: Photometric redshift calibration with self-organising maps,arXiv e-prints,success
A Multi-Scale Attention-Enhanced Architecture for Gravity Wave Localization in Satellite Imagery,arXiv e-prints,success
"Optical and near-infrared nebular-phase spectroscopy of SN 2024ggi: constraints on the structure of the inner ejecta, progenitor mass, and dust",arXiv e-prints,success
Hubble Space Telescope Observations of the Interstellar Interloper 3I/ATLAS,The Astrophysical Journal,success
Human vs. machine -- 1:3. Joint analysis of classical and ML-based summary statistics of the Lyman-$α$ forest,arXiv e-prints,success
PSR J0614-3329: A NICER case for Strange Quark Stars,arXiv e-prints,success
$\texttt{GENGARS}$: Accurate non-Gaussian initial conditions with arbitrary bispectrum for N-body simulations,arXiv e-prints,success
Resolving the Planck-DESI tension by non-minimally coupled quintessence,arXiv e-prints,success
A fast radio burst from the first 3 billion years of the Universe,arXiv e-prints,success
SN 2024gy: Multi-epoch Spectroscopic Evidence for Delayed Detonation in a Type Ia Supernova,arXiv e-prints,success
Clustering of Primordial Black Holes in Excursion Set Theory,arXiv e-prints,success
Using Faded Changing-Look Quasars to Unveil the Spectral Energy Distribution Evolution of Low-Luminosity Active Galactic Nuclei,arXiv e-prints,success
$νp$-process in Core-Collapse Supernovae: Imprints of General Relativistic Effects,arXiv e-prints,success
The Second Stellar Spectrum: Rotating hot massive star linear spectropolarimetry with the Ohman Effect,Astrophysics and Space Science,success
Second public data release of the FIRE-2 cosmological zoom-in simulations of galaxy formation,arXiv e-prints,success
"The Dark Energy Bedrock All-Sky Supernova Program: Motivation, Design, Implementation, and Preliminary Data Release",arXiv e-prints,success
"The Dark Energy Bedrock All-Sky Supernova Program: Cross Calibration, Simulations, and Cosmology Forecasts",arXiv e-prints,success
The explosion jets of the core-collapse supernova remnant Circinus X-1,arXiv e-prints,success
Accelerating exoplanet climate modelling: A machine learning approach to complement 3D GCM grid simulations,arXiv e-prints,success
Scalar-induced gravitational waves with non-Gaussianity up to all orders,arXiv e-prints,success
Inside-Out Planet Formation. VIII. Onset of Planet Formation and the Transition Disk Phase,arXiv e-prints,success
Signature of the explosion mechanism of Type-Ia SNe in substructures of the remnant: the case of Tycho's SNR,arXiv e-prints,success
Supernova Rates and Luminosity Functions from ASAS-SN II: 2014-2017 core-collapse supernovae and their subtypes,Astronomy and Astrophysics,success
Improving Air Shower Simulations by Tuning Pythia 8/Angantyr with Accelerator Data,arXiv e-prints,success
JWST/MIRI Observations of PAH Emission and Evolution in H II Regions of NGC 5457,arXiv e-prints,success
Demonstrating the velocity response of a table-top EPR Speedmeter,Physical Review D,success
Investigating the Impact of Higher-Order Phase Transitions in Binary Neutron-Star Mergers,arXiv e-prints,success
Pulsations change the structures of massive stars before they explode: interpreting the nearby supernova SN 2023ixf,arXiv e-prints,success
Four binary microlenses with directly measured masses,Astronomy and Astrophysics,success
Developments on LLNL's high contrast testbed and Lick/ShaneAO,arXiv e-prints,success
SN 2021aaev: a Hydrogen-Rich Superluminous Supernova with Early Flash and Long-Lived Circumstellar Interaction in an Unusual Host Environment,arXiv e-prints,success
Time-Dependent Deflection Reconstruction: A New Technique to Search for Gravitational Waves with the Cosmic Microwave Background,arXiv e-prints,success
On frequentist confidence intervals in a non-Gaussian regime,arXiv e-prints,success
The AURORA Survey: High-Redshift Empirical Metallicity Calibrations from Electron Temperature Measurements at z=2-10,arXiv e-prints,success
Can stellar physics explain GW231123?,arXiv e-prints,success
In-orbit Spectral Calibration Prospects for the COSI Space Telescope,arXiv e-prints,success
Evidence for Evolving Dark Energy from LRG1 and Low-$z$ SNe Ia Data,arXiv e-prints,success
Arecibo Wow! II: Revised Properties of the Wow! Signal from Archival Ohio SETI Data,arXiv e-prints,success
Benchmark of the Fe XXV R ratio in photoionized plasma during eclipse of Centaurus X-3 with XRISM/Resolve,Publications of the Astronomical Society of Japan,success
Bulk viscous cosmological models with cosmological constant: Observational constraints,arXiv e-prints,success
Stochasticity in Stellar Yields Reflected in Theoretical Dust Masses Estimates Across all Type II Supernova Progenitors,arXiv e-prints,success
TIRAMISU: Non-LTE radiative transfer for molecules in exoplanet atmospheres,arXiv e-prints,success
PEARLS: Globular Clusters and Ultra-Compact Dwarfs in the El Gordo Galaxies at z=0.87,The Astrophysical Journal,success
On constraining initial orbital eccentricity of purely inspiral events,arXiv e-prints,success
The Demographics of Binary Companions to Stripped-Envelope Supernovae: Confronting Observations with Population Synthesis,Monthly Notices of the Royal Astronomical Society,success
SPARCS -- combining radiation hydrodynamics with non-equilibrium metal chemistry in the SWIFT astrophysical code,arXiv e-prints,success
On the Ordering of Exoplanet Systems,The Astrophysical Journal,success
Effective bias expansion for circumventing 21 cm foregrounds,arXiv e-prints,success
From ANN to BNN: Inferring Reionization Parameters using Uncertainty-aware Emulators of 21-cm Summaries,arXiv e-prints,success
Double-Peaked Optical Afterglows with X-ray Shallow Decay Inferring a Magnetized Thick Shell Ejecta,Monthly Notices of the Royal Astronomical Society,success
From Wide Triples to UCXBs: Multimessenger Detection of Dynamically-formed Black Hole-White Dwarf Systems with LISA,The Astrophysical Journal,success
Dark Matter and the Early Formation of Supermassive Black Holes,arXiv e-prints,success
Frequentist Cosmological Constraints from Full-Shape Clustering Measurements in DESI DR1,arXiv e-prints,success
Where does non-Universality in Assembly Bias come from?,arXiv e-prints,success
Semi-analytic studies of accretion disk and magnetic field geometry in M87*,arXiv e-prints,success
Late-time Hubble Space Telescope Ultraviolet Spectra of SN 2023ixf and SN 2024ggi Show Ongoing Interaction with Circumstellar Material,arXiv e-prints,success
GW231123: a Possible Primordial Black Hole Origin,arXiv e-prints,success
Three-Dimensional Numerical Simulations of Magnetar Crust Quakes,arXiv e-prints,success
Type IIb Supernova Progenitors in 3D: Variability and Episodic Mass Loss revealed by Radiation-Hydrodynamics Simulations,arXiv e-prints,success
Investigating the Kinematics of Molecular Gas in Cometary Globule L1616,Monthly Notices of the Royal Astronomical Society,success
Cosmology-informed Neural Networks to infer dark energy equation-of-state,arXiv e-prints,success
The origin of extreme N-emitters in star-forming galaxies at z$<$0.5 with DESI DR1,arXiv e-prints,success
Bayesian Inference of Gravity through Realistic 3D Modeling of Wide Binary Orbits: General Algorithm and a Pilot Study with HARPS Radial Velocities,arXiv e-prints,success
Sensitivity toward dark matter annihilation imprints on 21-cm signal with SKA-Low: A convolutional neural network approach,arXiv e-prints,success
RUBIES spectroscopically confirms the high number density of quiescent galaxies from $\mathbf{2<z<5}$,arXiv e-prints,success
Accretion is All You Need: Black Hole Spin Alignment in Merger GW231123 Indicates Accretion Pathway,arXiv e-prints,success
Optimized smoothing kernels for SPH,arXiv e-prints,success
Hot Jupiter formation in dense stellar clusters: A Monte Carlo model applied to 47 Tucanae,Monthly Notices of the Royal Astronomical Society,success
Modeling Non-Gaussianities in Pulsar Timing Array data analysis using Gaussian Mixture Models,arXiv e-prints,success
Universal power-law distribution functions in an electromagnetic kinetic plasma: implications for the inverted temperature profile in the solar corona,arXiv e-prints,success
SN 2023uqf: An Interacting Supernova Coincident with a High-Energy Neutrino,arXiv e-prints,success
The Effects of Sunspots on Spectral Line Shapes in the Visible,The Astronomical Journal,success
Constraints on the varying electron mass and early dark energy in light of ACT DR6 and DESI DR2 and the implications for inflation,arXiv e-prints,success
Where are Gaia's small black holes?,arXiv e-prints,success
Particle physics models of interacting bosonic dark energy and fermionic dark matter in Einstein scalar Gauss-Bonnet gravity,arXiv e-prints,success
From collider to cosmic rays: Pythia 8/Angantyr for air shower simulations in CORSIKA 8,arXiv e-prints,success
Constraining Super-Heavy Dark Matter with the KM3-230213A Neutrino Event,arXiv e-prints,success
CORSIKA 8: A modern and universal framework for particle cascade simulations,arXiv e-prints,success
C3PO V: Comoving Pairs Indicate Rotational Spin-Down Drives the Main-Sequence Li-Dip,The Astrophysical Journal,success
Closing the Mass Window for Stupendously Large Black Holes,arXiv e-prints,success
The Three Hundred Project: deducing the stellar splashback structure of galaxy clusters from their orbiting profiles,arXiv e-prints,success
EPOS.LHC-R : a global approach to solve the muon puzzle,arXiv e-prints,success
Primordial Gravitational Waves in Parity-violating Symmetric Teleparallel Gravity,arXiv e-prints,success
Large Model Driven Solar Activity AI Forecaster: A Scalable Dual Data-Model Framework,arXiv e-prints,success
Mapping Jet-Gas Coupling and energetic ionized outflows in High-Redshift Radio Galaxies with JWST/NIRSpec,arXiv e-prints,success
Properties of cluster red-sequence spiral galaxies,arXiv e-prints,success
The 4MOST-Cosmology Redshift Survey: Target Selection of Bright Galaxies and Luminous Red Galaxies,Monthly Notices of the Royal Astronomical Society,success
Coupled Time-Dependent Proton Acceleration and Leptonic-Hadronic Radiation in Turbulent Supermassive Black Hole Coronae,arXiv e-prints,success
Differential rotation of solar α-sunspots and implications for stellar light curves,Astronomy and Astrophysics,success
Reionization in Protocluster Environments at $z>7$ with JWST/NIRSpec,arXiv e-prints,success
Gravitational Wave Signatures of Quasi-Periodic Eruptions: LISA Detection Prospects for RX J1301.9+2747,arXiv e-prints,success
Study of the Connected Four-Point Correlation Function of Galaxies from DESI Data Release 1 Luminous Red Galaxy Sample,Physical Review D,success
Cooling of dark neutron stars,Physical Review D,success
Fundamental Physics with Pulsars around Sagittarius A$^\star$,arXiv e-prints,success
Stochastic Inflation with Interacting Noises,arXiv e-prints,success
Impact of thermal effects on prompt-collapse binary neutron star mergers,arXiv e-prints,success
Balmer series fluxes from Pop. III Stars: A-SLOTH Predictions for JWST Observability,arXiv e-prints,success
The Compilation and Validation of the Spectroscopic Redshift Catalogs for the DESI-COSMOS and DESI-XMMLSS Fields,arXiv e-prints,success
Evolution of a Long-Lived Deep-Seated Main-Sequence Magnetic Field During White Dwarf Cooling,arXiv e-prints,success
RX Gru: a short-period pre-main-sequence eclipsing binary with a distant circumbinary companion,arXiv e-prints,success
"Electrons Everywhere, All at Once: A Novel kSZ Estimator for Electron-Electron Correlations",arXiv e-prints,success
Echoes from the Dark: Galaxy Catalog Incompleteness in Standard Siren Cosmology,arXiv e-prints,success
The Trinity-One PeV-Neutrino Telescope,arXiv e-prints,success
DESI Strong Lens Foundry III: Keck Spectroscopy for Strong Lenses Discovered Using Residual Neural Networks,arXiv e-prints,success
DESI Strong Lens Foundry IV: Spectroscopic Confirmation of DESI Lens Candidates with VLT/MUSE,arXiv e-prints,success
JADES: the chemical enrichment pattern of distant galaxies - silicon depletion and iron enhancement,arXiv e-prints,success
Bayesian Framework for the E1 and E2 Astrophysical Factors at 300 keV from Subthreshold and Ground-State Asymptotic Normalization Coefficients,arXiv e-prints,success
Cosmological constraints on Galileon dark energy with broken shift symmetry,arXiv e-prints,success
Neural likelihood estimators for flexible gravitational wave data analysis,arXiv e-prints,success
Monte Carlo parameter study for Seyfert AGN-starburst composite galaxies NGC1068 and NGC7469,arXiv e-prints,success
The young stellar clusters in M51 and the impact of GMC encounters,Monthly Notices of the Royal Astronomical Society,success
Late-Time Cosmological Constraints on Kaniadakis Holographic Dark Energy,European Physical Journal C,success
Probing hadronic interactions with high-energy and low-energy muons in extensive air showers,arXiv e-prints,success
A Thick Volatile Atmosphere on the Ultra-Hot Super-Earth TOI-561 b,The Astrophysical Journal,success
The Growth of Dust in Galaxies in the First Billion Years with Applications to Blue Monsters,arXiv e-prints,success
Lyman-$α$ Escape through Anisotropic Media,arXiv e-prints,success
Early Planet Formation in Embedded Disks (eDisk). XX: Constraining the Chemical Tracers of Young Protostellar Sources,Astronomy and Astrophysics,success
3D Macro Physics and Light Odd-Z Element Production in O-C Shell Mergers: Implications for $^{40}\mathrm{K}$ production and radiogenic heating inventories of rocky exoplanets,arXiv e-prints,success
Dwarf Galaxies in the MATLAS Survey: Hubble Space Telescope Observations of Nuclear Star Clusters,Astronomy and Astrophysics,success
Biasing from galaxy trough and peak profiles with the DES Y3 redMaGiC galaxies and the weak lensing mass map,arXiv e-prints,success
r-process nucleosynthesis with ab initio nuclear masses around the N=82 shell closure,arXiv e-prints,success
The evolution of velocity dispersion in the Sco-Cen OB association,arXiv e-prints,success
Where did heavy binaries go? Gravitational-wave populations using Delaunay triangulation with optimized complexity,The Astrophysical Journal,success
Formation and Diagnostic Use of Carbon Lines in Stripped-Envelope Supernovae,Monthly Notices of the Royal Astronomical Society,success
"The Cosmic Rush Hour: Rapid Formation of Bright, Massive, Disky, Star-Forming Galaxies as Signatures of Early-Universe Physics",arXiv e-prints,success
Gravitational waves from magnetorotational core-collapse supernovae using 3D GRMHD simulations: effect of rotation and magnetic fields,arXiv e-prints,success
Spectral Uniformity of Little Red Dots: A Natural Outcome of Coevolving Seed Black Holes and Nascent Starbursts,arXiv e-prints,success
Jittering jets promote dust formation in core-collapse supernovae,arXiv e-prints,success
Southern massive stars at high angular resolution. Physical separations and mass ratios,arXiv e-prints,success
"Theory, Simulations and Observations of Stellar Mergers",arXiv e-prints,success
"Efficient Particle Acceleration in 2.5-Dimensional, Hybrid-Kinetic Simulations of Decaying, Supersonic, Plasma Turbulence",arXiv e-prints,success
Galactic Center Gamma-Ray Emission in MHD Galaxy Formation Simulations with Full Cosmic Ray Spectra,arXiv e-prints,success
The Metallicity Dependence of PAH Emission in Galaxies II: Insights from JWST/NIRCam Imaging of the Smallest Dust Grains in M101,arXiv e-prints,success
The Timescales of Embedded Star Formation as Observed in STARFORGE,arXiv e-prints,success
Lyman-alpha emission at the end of reionization: line strengths and profiles from MMT and JWST observations at z~5-6,arXiv e-prints,success
Simulating Image Coaddition with the Nancy Grace Roman Space Telescope. IV. Hyperparameter Optimization and Experimental Features,arXiv e-prints,success
The JWST EXCELS survey: Insights into the nature of quenching at cosmic noon,arXiv e-prints,success
"Tidally-Controlled Fragmentation around Black Holes, Massive Clumps, Protostars, and the Galactic Center",arXiv e-prints,success
Atomic and molecular gas in the Milky Way. I. Structure decomposition,The Astrophysical Journal,success
SEDust: A Pipeline for Deriving Best-Fit Spectral Energy Distributions from DUSTY Outputs,arXiv e-prints,success
Detailed theoretical modelling of the kinetic Sunyaev-Zel'dovich stacking power spectrum,arXiv e-prints,success
The inside-out quenching of the MHONGOOSE galaxy NGC 1371,Astronomy and Astrophysics,success
A multi-object approach for studying exoplanet atmospheres using high-resolution spectrographs,arXiv e-prints,success
X-ray emission of F-type stars and its analogy with G-type stars,arXiv e-prints,success
phrosty: A difference imaging pipeline for Roman,arXiv e-prints,success
A recent re-acceleration of the Local Bubble revealed by kinematics of young star associations,The Astrophysical Journal,success
Constraining gamma-ray burst parameters with the first ultra-high energy neutrino event KM3-230213A,arXiv e-prints,success
Cosmic Birefringence from the Atacama Cosmology Telescope Data Release 6,arXiv e-prints,success
Polar Mounds on Strangeon Stars: the Neutrino Emission from Ultraluminous X-ray Pulsars,arXiv e-prints,success
Probing initial isocurvature perturbation with 21cm one-point statistics,arXiv e-prints,success
MCI: Multi-Channel Imager on the Chinese Space Station Survey Telescope,arXiv e-prints,success
The SPAr process: proton captures powering carbon-oxygen shell mergers in massive stars,Astronomy and Astrophysics,success
Nulling baryonic feedback in weak lensing surveys using cross-correlations with fast radio bursts,arXiv e-prints,success
Influence of the Spectral Energy Distribution of Reionization-Era Sources on the Lyman-$α$ Forest,arXiv e-prints,success
Parameterizing quasi-quintessence and quasi-phantom fields without the nearly flat potential approximation,arXiv e-prints,success
Polarimeter to Unify the Corona and Heliosphere (PUNCH),arXiv e-prints,success
Exponential quintessence with momentum coupling to dark matter,arXiv e-prints,success
A dark energy model for coasting cosmology,arXiv e-prints,success
HerS-3: An Exceptional Einstein Cross Reveals a Massive Dark Matter Halo,The Astrophysical Journal,success
"Complete Sampling of the $uv$ Plane with Realistic Radio Arrays: Introducing the RULES Algorithm, with Application to 21 cm Foreground Wedge Removal",arXiv e-prints,success
A Pearl in the Shell: an ultra-compact dwarf within the tidal debris surrounding spiral galaxy NGC 7531,arXiv e-prints,success
Investigating aerosols as a reconciliation mechanism for K2-18 b JWST MIRI and NIRISS/NIRSpec observations,Astronomy and Astrophysics,success
Fermi-LAT Detected Gamma-ray Emission Likely Associated with SNR Kes 78,The Astrophysical Journal,success
Extensive Analysis of gamma-Ray Periodicity in Jetted AGN from the 4FGL Catalog Using Fermi-LAT Observations,Monthly Notices of the Royal Astronomical Society,success
Dichotomy in Long-Lived Radio Emission from Tidal Disruption Events AT 2020zso and AT 2021sdu: Multi-Component Outflows vs. Host Contamination,arXiv e-prints,success
"Analysis of the isotopologues of CS, CCS, CCCS, HCS+, HCCS+, and H2CS in TMC-1 with the QUIJOTE line survey",Astronomy and Astrophysics,success
Stellar velocity distributions in binary-rich ultrafaint dwarf galaxies,Monthly Notices of the Royal Astronomical Society,success
Nuclear discs in disc galaxies: structural properties and scaling relations,Monthly Notices of the Royal Astronomical Society,success
Cold and fuzzy dark sector,arXiv e-prints,success
M&M33: MUSE and M33 I. Unveiling the Diversity of HII Regions in M33 with MUSE,arXiv e-prints,success
Kinematical analysis of PNe with high ADF: Hf 2-2 and M 1-42,Monthly Notices of the Royal Astronomical Society,success
Cosmographic Footprints of Dynamical Dark Energy,arXiv e-prints,success
Unified dark fluid with null sound speed as an alternative to phantom dark energy,arXiv e-prints,success
Euclid preparation. Predicting star-forming galaxy scaling relations with the spectral stacking code SpectraPyle,arXiv e-prints,success
The Nature of High-Redshift Massive Quiescent Galaxies -- Searching for RUBIES-UDS-QG-z7 in FLARES,arXiv e-prints,success
REBELS-IFU: on the origin of the elevated [OIII]/[CII] ratios in the early Universe,arXiv e-prints,success
A New Way to Discover Strong Gravitational Lenses: Pair-wise Spectroscopic Search from DESI DR1,arXiv e-prints,success
Constraining the Mass Loss and the Kinetic Energy of Solar Coronal Mass with Far-Ultraviolet Flares,The Astrophysical Journal,success
The Hidden Life of Stars: Embedded Beginnings to AGB Endings in the PHANGS-JWST Sample. I. Catalog of Mid-IR Sources,arXiv e-prints,success
The Noise of Vacuum,arXiv e-prints,success
A HyperFlash and ÈCLAT view of the local environment and energetics of the repeating FRB 20240619D,arXiv e-prints,success
A joint 1% calibration of the RR Lyrae & type-II Cepheid Leavitt laws yields homogeneous distances to 93 Galactic globular clusters,arXiv e-prints,success
Simulated 3D $^{56}$Ni Distributions of Type IIp Supernovae,arXiv e-prints,success
Numerical Modeling of Relativistic Effects in Synchrotron-Emitting Shocks,arXiv e-prints,success
Radiation Hydrodynamic Simulations of Low-Energy Explosions of Red and Yellow Supergiants,arXiv e-prints,success
"Hubble Space Telescope Imaging of Three Isolated Faint Dwarf Galaxies Beyond the Local Group: Pavo, Corvus A, and Kamino",arXiv e-prints,success
Neutrinos from core-collapse supernovae,arXiv e-prints,success
The Impact of Muon and Pion Cooling on the Neutrino Spectrum of NGC 1068,arXiv e-prints,success
What drives kpc-scale outflows in Radio-Quiet AGN? Insights from a Polarimetric Study,arXiv e-prints,success
WALLABY Pilot Survey: A gas-rich diffuse dwarf on the baryonic Tully Fisher relation,arXiv e-prints,success
"Modeling the JWST MIRI Counts, Insights Into the Source Properties and Role of Dust-Obscured AGN",arXiv e-prints,success
Anisotropic Cosmic Ray Transport resulting from Magnetic Mirroring and Resonant Curvature Scattering,arXiv e-prints,success
Protostellar Jets in Star Cluster Formation and Evolution: I. Implementation and Initial Results,arXiv e-prints,success
DESI DR1 Ly$α$ forest: 3D full-shape analysis and cosmological constraints,arXiv e-prints,success
The 21cm-galaxy cross-correlation: Realistic forecast for 21cm signal detection and reionisation constraints,arXiv e-prints,success
Fast and accurate Gaia-unWISE quasar mock catalogs from LPT and Eulerian bias,arXiv e-prints,success
Evidence for Three Subpopulations of Merging Binary Black Holes at Different Primary Masses,arXiv e-prints,success
Understanding post-RGB binaries through stable mass transfer,Astronomy and Astrophysics,success
A misaligned protostellar disk fed by gas streamers in a barred spiral-like massive dense core,arXiv e-prints,success
Nature of Transonic Sub-Alfvénic Turbulence and Density Fluctuations in the Near-Sun Solar Wind: Insights from Magnetohydrodynamic Simulations and Nearly-Incompressible Models,arXiv e-prints,success
Updated observational constraints on $ϕ$CDM dynamical dark energy cosmological models,arXiv e-prints,success
Radiative hydrodynamic simulations of FIP fractionation in solar flares,arXiv e-prints,success
Multi-year stacking searches for solar system bodies,arXiv e-prints,success
The Stellar Mass and Age Distributions of Star-Forming Clumps at $0.5 < z < 5$ in JWST CANUCS: Implications for Clump Formation and Destruction,arXiv e-prints,success
Testing the nature of GW200105 by probing the frequency evolution of eccentricity,The Astrophysical Journal,success
The detection of high X-ray polarization from an accretion disc corona source and its modelling via Monte Carlo radiation transfer simulation,arXiv e-prints,success
Cosmological constraints on non-phantom dynamical dark energy with DESI Data Release 2 Baryon Acoustic Oscillations: A 3$σ$+ lensing anomaly,The Astrophysical Journal,success
Extreme NiI/FeI abundance ratio in the coma of the interstellar comet 3I/ATLAS,arXiv e-prints,success
À Propos Strange Pulsations of Blue Massive Stars,arXiv e-prints,success
A fast powerful X-ray transient from tidal disruption of a white dwarf,arXiv e-prints,success
Machine Learning the Dark Matter Halo Mass of the Milky Way,arXiv e-prints,success
The Case for Space: Estimating Precise Time Delays from Ground- and Space-Based Observations of Lensed Supernovae with Glimpse,arXiv e-prints,success
Extended mass distribution of PBHs during QCD phase transition: SGWB and mini-EMRIs,arXiv e-prints,success
CCAT: Mod-Cam Readout Overview and Flexible Stripline Performance,arXiv e-prints,success
The first GLIMPSE of the faint galaxy population at Cosmic Dawn with JWST: The evolution of the ultraviolet luminosity function across z~9-15,arXiv e-prints,success
"Closing the Evidence Gap: reddemcee, a Fast Adaptive Parallel Tempering Sampler",arXiv e-prints,success
Gravitational waves from axion inflation in the gradient expansion formalism II: Fermionic axion inflation,arXiv e-prints,success
Supernovae Exploding within Dense Extended Material: Early Emission Regimes and Degeneracies in Parameter Inference from Observations,arXiv e-prints,success
The SAGA Survey. VI. The Size-Mass Relation for Low-Mass Galaxies Across Environments,The Astrophysical Journal,success
Dynamical Architectures of S-type Transiting Planets in Binaries II: A Dichotomy in Orbital Alignment of Small Planets in Close Binary Systems,arXiv e-prints,success
Combined Exoplanet Mass and Atmospheric Characterization for Accelerated Exoplanetology,arXiv e-prints,success
V\textit{z}$-$GAL: Probing Cold Molecular Gas in Dusty Star-forming Galaxies at $\bf \textit{z}=1-6$,arXiv e-prints,success
[C/N] Ages for Red Giants and their Implications for Galactic Archaeology,arXiv e-prints,success
Non-explosive pre-supernova feedback in the COLIBRE model of galaxy formation,arXiv e-prints,success
Cosmological tensions in the era of precision cosmology: Insights from Tensions in Cosmology 2025,arXiv e-prints,success
Slow-rolling down the curvature: a reassessment of the Planck constraints on $ϕ^2$ inflation in a closed universe,arXiv e-prints,success
Stochastic Heating in the Sub-Alfvénic Solar Wind,Physical Review Letters,success
Measuring the Central Dark Mass in NGC 4258 with JWST/NIRSpec Stellar Kinematics,arXiv e-prints,success
Gaussian Planck Relics are Ruled-Out as Dark Matter by LIGO,Physics of the Dark Universe,success
Galactic chemical evolution of short-lived radioactive isotopes produced by explosive nucleosynthesis: $^{60}$Fe and $^{53}$Mn,The Astronomical Journal,success
A statistical study of type II outbursts of XRPs: Brighter accreting pulsars rotate faster,arXiv e-prints,success
The depletion of the asteroid belt and the impact history of the Earth,Icarus,success
"Limitations on Morphological Fitting for JWST ""Little Red Dots""",arXiv e-prints,success
Supergranulation and poleward migration of the magnetic field at high latitudes of the Sun,The Astrophysical Journal,success
CHEMOUT: CHEMical complexity in star-forming regions of the OUTer Galaxy. V. Chemical composition gradients as a function of the Galactocentric radius,Astronomy and Astrophysics,success
Tests of Evolving Dark Energy with Geometric Probes of the Late Late-Time Universe,arXiv e-prints,success
Dynamical equilibria of fast neutrino flavor conversion,arXiv e-prints,success
Clustering analysis of medium-band selected high-redshift galaxies,arXiv e-prints,success
A DECADE of dwarfs: first detection of weak lensing around spectroscopically confirmed low-mass galaxies,arXiv e-prints,success
Plasma lens with frequency-dependent dispersion measure effects on fast radio bursts,Astronomy and Astrophysics,success
BlackTHUNDER: Shedding light on a dormant and extreme little red dot at z=8.50,arXiv e-prints,success
Dwarf galaxy halo masses from spectroscopic and photometric lensing in DESI and DES,arXiv e-prints,success
A GLIMPSE of Intermediate Mass Black holes in the epoch of reionization: Witnessing the Descendants of Direct Collapse?,arXiv e-prints,success
