title,ads_bibcode,affiliations,total_citations,non_self_citations,status
Warped & Hooked: Mapping the Magellanic Clouds in 3D using Red Clump stars,2025arXiv251204200O,,0,0,success
The first out-of-ecliptic observations of the polar magnetic field of the Sun,2025arXiv251203611C,,0,0,success
"Dynamical and Photometric Analysis of NGC 146 and King 14: Evidence for a Co-Moving, Unbound Cluster Pair",2025arXiv251203552B,,0,0,success
Spectral Characterization of a 90 GHz CLASS Pixel,2025arXiv251203260J,,0,0,success
Fine-Scale Features of the Sun's Atmosphere: Spicules and Jets,2021GMS...258..221S,,8,4,success
(Re)solving the complex multi-scale morphology and V-shaped SED of a newly discovered strongly-lensed Little Red Dot in Abell 383,2025arXiv251203239B,,1,1,success
The DESI DR1 Peculiar Velocity Survey: global zero-point and $H_0$ constraints,2025arXiv251203232C,,1,0,success
The DESI DR1 Peculiar Velocity Survey: Growth Rate Measurements from the Galaxy Power Spectrum,2025arXiv251203231Q,,0,0,success
The DESI DR1 Peculiar Velocity Survey: growth rate measurements from galaxy and momentum correlation functions,2025arXiv251203230T,,0,0,success
The DESI DR1 Peculiar Velocity Survey: growth rate measurements from the maximum likelihood fields method,2025arXiv251203229L,,0,0,success
The DESI DR1 Peculiar Velocity Survey: Mock Catalog,2025arXiv251203228B,,0,0,success
The DESI DR1 Peculiar Velocity Survey: The Tully-Fisher Distance Catalog,2025arXiv251203227D,,1,0,success
Comparison of Ne-22 core and shell distilled WD detonations in AREPO,2025arXiv251203264B,,0,0,success
The DESI DR1 Peculiar Velocity Survey: Fundamental Plane Catalogue,2025arXiv251203226R,,1,0,success
New Method for Investigating the Presence of Extragalactic Magnetic Fields,2025arXiv251203192S,,0,0,success
The Extent of Solar Energetic Particle Irradiation in the Sun's Protoplanetary Disk,2025arXiv251203184D,,0,0,success
TDCOSMO. XXIV. Measurement of the Hubble constant from the doubly lensed quasar HE1104-1805,2025arXiv251203178P,,0,0,success
Magnetic Field Amplification and Particle Acceleration in Weakly Magnetized Trans-relativistic Electron-ion Shocks,2025arXiv251203169J,,0,0,success
The Origins of the Bulk flow,2025arXiv251203168W,,1,1,success
A Catalogue of Interstellar Material Delivery From Nearby Debris Disks,2025arXiv251203159G,,0,0,success
High-angular-resolution ALMA imaging of the inhomogeneous dynamical atmosphere of the asymptotic giant branch star W Hya,2025A&A...704A..18O,"Ohnaka, K.: Instituto de Astrofísica, Departamento de Física y Astronomía, Facultad de Ciencias Exactas, Universidad Andrés Bello, Fernández Concha 700, Las Condes, Santiago, Chile; Wong, K. T.: Department of Physics and Astronomy, Uppsala University, Box 516, 751 20, Uppsala, Sweden;; Weigelt, G.: Max-Planck-Institut für Radioastronomie, Auf dem Hügel 69, 53121, Bonn, Germany;; Hofmann, K.-H.: Max-Planck-Institut für Radioastronomie, Auf dem Hügel 69, 53121, Bonn, Germany",0,0,success
An Ancient Descendant of the First Galaxies,2025arXiv251203154A,,0,0,success
Bright Region Reset: an on-detector strategy for minimizing the impacts of atmospheric emission lines on spectral observations,2025arXiv251203151G,,0,0,success
Interferometric Detection and Orbit Modeling of the Subcomponent in the Hot-dust System $κ$ Tuc A: A Low-mass Star on an Eccentric Orbit in a Hierarchical-quintuple System,2026AJ....171....1S,"Stuber, T. A.: Department of Astronomy and Steward Observatory, The University of Arizona, 933 North Cherry Avenue, Tucson, AZ 85721, USA; Mérand, A.: European Southern Observatory Headquarters, Karl-Schwarzschild-Str. 2, 85748 Garching, Germany; Kirchschlager, F.: Sterrenkundig Observatorium, Ghent University, Krijgslaan 281-S9, 9000 Gent, Belgium; Wolf, S.: Institute of Theoretical Physics and Astrophysics, Kiel University, Leibnizstr. 15, 24118 Kiel, Germany; Weible, G.: Department of Astronomy and Steward Observatory, The University of Arizona, 933 North Cherry Avenue, Tucson, AZ 85721, USA; Absil, O.: STAR Institute, Université de Liège, Allée du Six Août 19c, 4000 Liège, Belgium; Pearce, T. D.: Department of Physics, University of Warwick, Gibbet Hill Road, Coventry CV 4 7AL, UK; Garreau, G.: Institute of Astronomy, KU Leuven, Celestijnenlaan 200D, 3001 Leuven, Belgium; Augereau, J.-C.: Univ. Grenoble Alpes, CNRS, IPAG, F-38000 Grenoble, France; Danchi, W. C.: NASA Goddard Space Flight Center, 8800 Greenbelt Road, Greenbelt, MD 20771-2400, USA; Defrère, D.: Institute of Astronomy, KU Leuven, Celestijnenlaan 200D, 3001 Leuven, Belgium; Faramaz-Gorka, V.: Department of Astronomy and Steward Observatory, The University of Arizona, 933 North Cherry Avenue, Tucson, AZ 85721, USA; Isbell, J. W.: Department of Astronomy and Steward Observatory, The University of Arizona, 933 North Cherry Avenue, Tucson, AZ 85721, USA; Kobus, J.: Institute of Theoretical Physics and Astrophysics, Kiel University, Leibnizstr. 15, 24118 Kiel, Germany; Krivov, A. V.: Astrophysikalisches Institut und Universitätssternwarte, Friedrich-Schiller-Universität Jena, Schillergässchen 2─3, 07745 Jena, Germany; Laugier, R.: Institute of Astronomy, KU Leuven, Celestijnenlaan 200D, 3001 Leuven, Belgium; Ollmann, K.: Institute of Theoretical Physics and Astrophysics, Kiel University, Leibnizstr. 15, 24118 Kiel, Germany; Petrov, R. G.: Université Côte d'Azur, Observatoire de la Côte d'Azur, CNRS, Laboratoire Lagrange, Nice, France; Priolet, P.: Univ. Grenoble Alpes, CNRS, IPAG, F-38000 Grenoble, France; Scott, J. P.: Department of Astronomy and Steward Observatory, The University of Arizona, 933 North Cherry Avenue, Tucson, AZ 85721, USA; Tsishchankava, K.: Institute of Theoretical Physics and Astrophysics, Kiel University, Leibnizstr. 15, 24118 Kiel, Germany; Ertel, S.: Department of Astronomy and Steward Observatory, The University of Arizona, 933 North Cherry Avenue, Tucson, AZ 85721, USA; Large Binocular Telescope Observatory, The University of Arizona, 933 North Cherry Avenue, Tucson, AZ 85721, USA",0,0,success
"A Comprehensive JWST/NIRSpec Census of Broad-Line Active Galactic Nuclei: Faint, Tiny, but Highly Accreting Sources in the Remote Universe",2025arXiv251203281B,,0,0,success
"Surprisingly Large Doppler Shifts in Hinode EUV Imaging Spectrometer (EIS) Solar Spectra, Resulting from an Inconspicuous Small-scale Jet in EUV Images",2025arXiv251203282S,,0,0,success
Roman coronagraph simulations of exozodi observations in the presence of wavefront errors,2025arXiv251203308L,,0,0,success
Genetic Algorithm for Inferring Model Parameters for Flux Transport Dynamo Simulation,2025arXiv251203550S,,0,0,success
Resolving the Multiple Component Outflows in PG 1211+143: I. The Fe-K Absorption Structure and UFO Forest,2025arXiv251203533M,,0,0,success
The helium common-envelope wind scenario for SN 2020eyj,2025arXiv251203531M,,0,0,success
A 7 Day Multiwavelength Flare Campaign on AU Mic. IV: Quiescent Gyrosynchrotron and Gyroresonance Radiation from 12 to 25 GHz,2025arXiv251203523T,,0,0,success
Quasi-linear theory of perpendicular ion heating by critically balanced turbulence,2025arXiv251203472J,,0,0,success
Improving Accretion Diagnostics for Young Stellar Objects with Mid-infrared Hydrogen lines from JWST/MIRI,2025arXiv251203456S,,0,0,success
Neutrino-dominated relativistic shocked accretion flow around rotating black hole: implications for short gamma-ray bursts,2025arXiv251203447K,,0,0,success
Subgrid Mean-field Dynamo Model with Dynamical Quenching in General Relativistic Magnetohydrodynamic Simulations,2025arXiv251203443Z,,0,0,success
An Analysis of LIGO Glitches Using t-SNE During the First Part of the Fourth LIGO-Virgo-KAGRA Observing Run,2025arXiv251203440A,,0,0,success
A Deep Chandra X-ray Survey of a Luminous Quasar Sample at $z\sim$ 7,2025arXiv251203433J,,0,0,success
Building a Radio AGN Sample from Cosmic Morning -- The Radio High-Redshift Quasar Catalog (RHzQCat): I. Catalog from SDSS Quasars and Radio Surveys at $z > 3$,2025arXiv251203415Z,,0,0,success
Conformal Holographic Dark Energy,2025arXiv251203411R,,0,0,success
Modeling Binary Lenses and Sources with the BAGLE Python Package,2025arXiv251203392D,,0,0,success
Voyager 1 Data Reveals Signatures of the Local Gas and Cosmic-Ray Source Distributions,2025arXiv251203385P,,0,0,success
The BAGLE Python Package for Bayesian Analysis of Gravitational Lensing Events,2025arXiv251203364L,,0,0,success
BEC vortices as an observational signature of ultra-light bosonic dark matter,2025arXiv251203357Z,,0,0,success
Forecasts for lifetime and fraction of Decaying Dark Matter based on redshift distortions from Euclid and BOSS,2025arXiv251203348J,,0,0,success
A three-dimensional model for the reversal in the local large-scale interstellar magnetic field,2025arXiv251203332B,,1,0,success
Radio Detection of a Local Little Red Dot,2025arXiv251203331R,,0,0,success
Push-broom Mapping of Galaxies and Supernova Remnants with the SPRITE CubeSat,2025arXiv251203329C,,0,0,success
EFT of Dark Energy with Cosmic Chronometers: Reconstructing Background EFT Functions,2025arXiv251203314O,,0,0,success
Statistical and Temporal Analysis of Multi-component Burst-clusters from the Repeating FRB 20190520B,2025arXiv251203591Z,,0,0,success
Joint JWST-DECam Lensing Reveals That the Bullet Cluster Is a Minor Merger,2025arXiv251203150C,,0,0,success
The impact of strong feedback on galaxy group scaling relations,2025arXiv251204203E,,0,0,success
A Black-Hole Envelope Interpretation for Cosmological Demographics of Little Red Dots,2025arXiv251204208U,,1,1,success
Multi-bandpass Photometry for Exoplanet Atmosphere Reconnaissance (MPEAR) with the Habitable Worlds Observatory (HWO) -- I. Differentiating Earth from Neptunes During Discovery,2025arXiv251205279A,,0,0,success
Multiple outflows and delayed ejections revealed by early imaging of novae,2025NatAs.tmp..249A,"Aydi, Elias: Department of Physics and Astronomy, Texas Tech University, Lubbock, TX, USA; Center for Data Intensive and Time Domain Astronomy, Department of Physics and Astronomy, Michigan State University, East Lansing, MI, USA; Monnier, John D.: Astronomy Department, University of Michigan, Ann Arbor, MI, USA; Mérand, Antoine: European Southern Observatory, Garching, Germany; Schaefer, Gail H.: The CHARA Array of Georgia State University, Mount Wilson Observatory, Mount Wilson, CA, USA; Chomiuk, Laura: Center for Data Intensive and Time Domain Astronomy, Department of Physics and Astronomy, Michigan State University, East Lansing, MI, USA; Otulakowska-Hypka, Magdalena: Astronomical Observatory Institute, Faculty of Physics and Astronomy, Adam Mickiewicz University, Poznań, Poland; Fan, Jhih-Ling: Department of Physics, National Cheng Kung University, Tainan City, Taiwan; Li, Kwan Lok: Department of Physics, National Cheng Kung University, Tainan City, Taiwan; Sokolovsky, Kirill V.: Department of Astronomy, University of Illinois at Urbana-Champaign, Urbana, IL, USA; Salinas, Ricardo: Nicolaus Copernicus Astronomical Center, Polish Academy of Sciences, Warsaw, Poland; Tucker, Michael: Center for Cosmology and AstroParticle Physics, Columbus, OH, USA; Department of Astronomy, The Ohio State University, Columbus, OH, USA; Institute for Astronomy, University of Hawai'i, Honolulu, HI, USA; Shappee, Benjamin: Institute for Astronomy, University of Hawai'i, Honolulu, HI, USA; Rudy, Richard: Kookoosint Scientific, Camarillo, CA, USA; Page, Kim L.: School of Physics and Astronomy, University of Leicester, Leicester, UK; Kuin, N. Paul M.: University College London, Mullard Space Science Laboratory, Holmbury House, Dorking, UK; Buckley, David A. H.: South African Astronomical Observatory, Observatory, South Africa; Department of Astronomy, University of Cape Town, Rondebosch, South Africa; Craig, Peter: Center for Data Intensive and Time Domain Astronomy, Department of Physics and Astronomy, Michigan State University, East Lansing, MI, USA; Izzo, Luca: Osservatorio Astronomico di Capodimonte, INAF, Naples, Italy; Niels Bohr Institute, University of Copenhagen, DARK, Copenhagen, Denmark; Linford, Justin: National Radio Astronomy Observatory, Socorro, NM, USA; Metzger, Brian D.: Columbia Astrophysics Laboratory and Department of Physics, Columbia University, New York, NY, USA; Center for Computational Astrophysics, Flatiron Institute, New York, NY, USA; Mukai, Koji: CRESST and X-ray Astrophysics Laboratory, NASA/GSFC, Greenbelt, MD, USA; Department of Physics, University of Maryland, Baltimore County, Baltimore, MD, USA; Orio, Marina: INAF - Osservatorio di Padova, Padua, Italy; Department of Astronomy, University of Wisconsin, Madison, WI, USA; Shen, Ken J.: Department of Astronomy and Theoretical Astrophysics Center, University of California, Berkelely, Berkeley, CA, USA; Strader, Jay: Center for Data Intensive and Time Domain Astronomy, Department of Physics and Astronomy, Michigan State University, East Lansing, MI, USA; Sokoloski, Jennifer L.: Columbia Astrophysics Laboratory and Department of Physics, Columbia University, New York, NY, USA; Williams, Robert E.: Department of Astronomy and Astrophysics, University of California, Santa Cruz, Santa Cruz, CA, USA; Space Telescope Science Institute, Baltimore, MD, USA; Williams, Montana N.: Physics Department, New Mexico Tech, Socorro, NM, USA; Habtie, Gesesew R.: Department of Physics, Debre Berhan University, Debre Berhan, Ethiopia; Kraus, Stefan: Astrophysics Group, Department of Physics and Astronomy, University of Exeter, Exeter, UK; Anugu, Narsireddy: The CHARA Array of Georgia State University, Mount Wilson Observatory, Mount Wilson, CA, USA; Bouquin, Jean-Baptiste Le: Institut de Planetologie et d'Astrophysique de Grenoble, Grenoble, France; Chhabra, Sorabh: Astrophysics Group, Department of Physics and Astronomy, University of Exeter, Exeter, UK; Codron, Isabelle: Astrophysics Group, Department of Physics and Astronomy, University of Exeter, Exeter, UK; Gardner, Tyler: Cooperative Institute for Research in Environmental Sciences, 216 UCB, University of Colorado Boulder, Boulder, CO, USA; Gutierrez, Mayra: Astronomy Department, University of Michigan, Ann Arbor, MI, USA; Ibrahim, Noura: Astronomy Department, University of Michigan, Ann Arbor, MI, USA; Lanthermann, Cyprien: The CHARA Array of Georgia State University, Mount Wilson Observatory, Mount Wilson, CA, USA; Setterholm, Benjamin R.: Max-Planck-Institut für Astronomie, Heidelberg, Germany; Ashall, Christopher: Institute for Astronomy, University of Hawai'i, Honolulu, HI, USA; Hinkle, Jason T.: Institute for Astronomy, University of Hawai'i, Honolulu, HI, USA; Jaeger, Thomas de: L'École Pour l'Informatique et les Techniques Avancées, EPITA, Le Kremlin-Bicêtre, France; Payne, Anna V.: Space Telescope Science Institute, Baltimore, MD, USA",0,0,success
Two Step Localization Method for Electromagnetic Followup of LIGO-Virgo-KAGRA Gravitational-Wave Triggers,2025arXiv251205218S,,0,0,success
GA-NIFS: A smouldering disk galaxy undergoing ordered rotation at z=4.26,2025arXiv251205213J,,0,0,success
Lagrangian versus Eulerian Methods for Toroidally-Magnetized Isothermal Disks,2025arXiv251205194T,,0,0,success
Keck Observations in the INfrared of Taurus and $ρ$ Oph Exoplanets And Ultracool dwarfs (KOINTREAU) I: A Planetary-Mass Companion and a Disk-Obscured Stellar Companion Discovered in Taurus,2025arXiv251205191W,,0,0,success
The dependence of the intracluster light fraction on galaxy cluster properties,2025MNRAS.tmp.2048C,"Canepa, Louisa: School of Physics, University of New South Wales, NSW 2052, Australia;; Brough, Sarah: School of Physics, University of New South Wales, NSW 2052, Australia;; Montes, Mireia: Institute of Space Sciences (ICE, CSIC), Campus UAB, Carrer de Can Magrans, s/n, 08193 08193, Cerdanyola del Valles, Spain;; Hatch, Nina: School of Physics and Astronomy, University of Nottingham, University Park, Nottingham NG7 2RD, UK;",0,0,success
Predictions of the Nancy Grace Roman Space Telescope Galactic Exoplanet Survey. V. Detection Rates of Multiplanetary Systems in High Magnification Microlensing Events,2025arXiv251205182S,,0,0,success
Little red dot variability over a century reveals black hole envelope via a giant Einstein cross,2025arXiv251205180Z,,0,0,success
Absorption of strong electromagnetic waves in magnetized pair plasmas,2025arXiv251205281S,,0,0,success
TESS phase curve of ultra-hot Jupiter WASP-189 b,2025arXiv251205175P,,0,0,success
PSR J0952-0607: Tightening a Record-High Neutron Star Mass,2025arXiv251205099R,,1,1,success
Highly-ionized gas in lensed z = 6.027 Little Red Dot seen through [OIII] 88$μ$m with ALMA,2025arXiv251205097K,,0,0,success
Resolving the molecular gas emission of the z~2.5-2.8 starburst galaxies SPT0125-47 and SPT 2134-50,2025arXiv251205093K,,0,0,success
Improving Posterior Inference of Galaxy Properties with Image-Based Conditional Flow Matching,2025arXiv251205078Y,,0,0,success
Sensitivity of Hongmeng 21cm experiment on scattering dark matter,2025arXiv251205056C,,0,0,success
Line-of-sight shear in SLACS strong lenses II: validation tests with an extended sample,2025arXiv251205050H,,0,0,success
The position and resolvability of blended point sources,2025arXiv251205047P,,0,0,success
Dust destruction by the supernova remnant forward shock in a turbulent interstellar medium,2025arXiv251205046S,,0,0,success
Probing AGN Feedback in Dwarf Galaxies with Spatially Resolved NIR Coronal Lines from JWST,2025arXiv251205041A,,0,0,success
The spectrum of $n_s$ constraints from DESI and CMB data,2025arXiv251205108M,,2,2,success
Nuclear parameter inference with semi-agnostic priors,2025arXiv251205315S,,0,0,success
On-Orbit Calibration of Danuri/PolCam. I. Geometric Calibration,2025JKAS...58..291B,"Baek, Kilho: School of Space Research, Kyung Hee University, Yongin-si, Gyeonggi-do 17104, Republic of Korea; Kim, Sungsoo S.: Humanitas College, Kyung Hee University, Yongin-si, Gyeonggi-do 17104, Republic of Korea; Department of Astronomy and Space Science, Kyung Hee University, Yongin-si, Gyeonggi-do 17104, Republic of Korea; Jeong, Minsup: Korea Astronomy and Space Science Institute, Daejeon 34055, Republic of Korea; Choi, Young-Jun: Korea Astronomy and Space Science Institute, Daejeon 34055, Republic of Korea",0,0,success
The Glow of Axion Quark Nugget Dark Matter: (IV) CMB Spectral and Anisotropy Signatures,2025arXiv251205401M,,0,0,success
Exoplanet formation inference using conditional invertible neural networks,2025arXiv251205751B,,0,0,success
The X-ray/UV Connection in NGC 5548: A Rapidly Varying Corona,2025arXiv251205739P,,0,0,success
Radial modes of pressure bumps and dips in astrophysical discs,2025arXiv251205737L,,0,0,success
Stellar cores live long and prosper in cuspy dark matter halos,2025arXiv251205719H,,1,1,success
The Ratan Active Region Patches (RARPs) Database: A New Database of Solar Active Region Radio Signatures from the RATAN-600 Telescope,2025arXiv251205702K,,0,0,success
Polarimetric and spectropolarimetric observations with FoReRo2: Instrument overview and standard stars monitoring,2025arXiv251205670N,,0,0,success
CTAO LST-1 observations of magnetar SGR 1935+2154: Deep limits on sub-second bursts and persistent tera-electronvolt emission,2025arXiv251205634A,,0,0,success
First Statistical Detection of Cool Gas Outflows with JWST Towards Cosmic Dawn,2025arXiv251205622L,,0,0,success
Commissioning an Inexpensive Off-the-shelf Spectrograph for Radial-Velocity Studies,2025arXiv251205601S,,0,0,success
Squared-field cross-correlation between kinetic Sunyaev-Zel'dovich effect and 21-cm intensity mapping,2025arXiv251205588Y,,0,0,success
Stellar feedback drives the baryon deficiency in low-mass galaxies,2025arXiv251205584Y,,0,0,success
Growth rate measurements from a joint analysis of the large-scale galaxy clustering in Fourier and configuration space,2025arXiv251205581A,,0,0,success
How Dark Sector Equations of State Govern Interaction Signatures,2025arXiv251205548W,,0,0,success
Evolution of the Inner Accretion Flow in Swift J1727.8$-$1613 across Intermediate States: Insights from Broadband Spectral and Timing Analysis,2025arXiv251205544C,,0,0,success
Is Crater II disrupting?,2025arXiv251205535V,,0,0,success
Absorption in the 21 cm Hydrogen Line at $z>10$ as a Sensitive Tool for the Construction of a Cosmological Model on Small Scales,2025arXiv251205503E,,0,0,success
Search for UHE gamma photons in cosmic rays by studying the geomagnetic influence on air-shower muons,2025arXiv251205493B,,0,0,success
Investigating Unusually Extended Main Sequence Turnoff of the Galactic Open Cluster NGC 3532,2025arXiv251205458R,,0,0,success
A Persistently Active Fast Radio Burst source Embedded in an Expanding Supernova Remnant,2025arXiv251205448N,,0,0,success
Spinning Primordial Black Holes and Scalar Induced Gravitational Waves from Single Field Inflation,2025arXiv251205435M,,0,0,success
"Ruminations Upon the Modeling of X-ray Foregrounds, Backgrounds and Faint Sources",2025arXiv251205405M,,0,0,success
Spectrum and anisotropies of Galactic cosmic rays: a laboratory for magnetic fields,2025arXiv251205035M,,0,0,success
Machine Phenomenology: A Simple Equation Classifying Fast Radio Bursts,2025arXiv251204204L,,0,0,success
The critical role of clumping in line-driven disc winds,2025MNRAS.tmp.2050M,"Mosallanezhad, Amin: School of Physics and Astronomy, University of Southampton, Highfield, Southampton SO17 1BJ, UK; Knigge, Christian: School of Physics and Astronomy, University of Southampton, Highfield, Southampton SO17 1BJ, UK;; Scepi, Nicolas: CNRS, IPAG, Universit'e Grenoble Alpes, F-38000 Grenoble, France;; Long, Knox S.: Space Telescope Science Institute, 3700 San Martin Drive, Baltimore, MD 21218, USA; Eureka Scientific Inc., 2542 Delmar Avenue, Suite 100, Oakland, CA 94602-3017, USA; Matthews, James H.: Department of Physics, Astrophysics, University of Oxford, Denys Wilkinson Building, Keble Road, Oxford OX1 3RH, UK;; Sim, Stuart A.: School of Mathematics and Physics, Queen's University Belfast, University Road, Belfast BT7 1NN, UK;; Wallis, Austen: School of Physics and Astronomy, University of Southampton, Highfield, Southampton SO17 1BJ, UK;",0,0,success
Internal superfluid response and torque evolution in the giant glitch of PSR J1718-3718,2025arXiv251204972L,,0,0,success
Investigating the H i mass-size relation using the Simba cosmological simulations,2025arXiv251204582R,,0,0,success
Towards Baikal-Top: Feasibility study of an onshore detector system for the joint registration of EAS with Baikal-GVD,2025arXiv251204549K,,0,0,success
Constraining regular primordial black holes with isocurvature gravitational waves,2025arXiv251204548L,,0,0,success
A Morpho-kinematic Study of Galactic High-ADF PNe Based on the VLT/UVES Deep Spectroscopy,2025arXiv251204533H,,0,0,success
