title,abstract,authors,figures,pages,tables,pdf_link,primary_subject,secondary_subjects,submitted_journal,published_journal,keywords,date,comments,journals,num_checks,affiliations,total_citations,non_self_citations,journal_flag
Characterization of telecentric dual-etalon Fabry-Pérot systems from observational data. Properties of the CRISP2 instrument at the Swedish 1-m Solar Telescope,"Imaging Fabry-Pérot Interferometer (FPI) observations are commonly used in solar physics to infer physical parameters in the photosphere and chromosphere through modeling of the observations. Such techniques require detailed knowledge of the spectral instrumental profile in order to produce accurate results. We present a method to characterize the spatial variation of parameters of dual-etalon FPI instruments mounted in telecentric configuration: spatially-resolved cavity separation and reflectivities of both etalons, and the prefilter variation across the field-of-view. We aim at characterizing the field-of-view dependence of the parameters of the new CRISP2 FPI. We have implemented a forward model of the FPI instrumental degradation combined with a template average quiet-Sun spectra at disk center in order to model two sets of observational data. Our method does not require any change in the optical setup or the utilization of external sources of illumination. We assess the validity of several functional forms in the calculation of the FPI transmission profiles. Our results show that (generally) the inclusion of the secondary transmission peaks at 1 times the Free Spectral Range and a detailed estimate of the prefilter curve is necessary to obtain accurate values of both etalon reflectivities. For narrow prefilters (relative to the FSR), the former requirement can be relaxed. Our results show that the cavity separation of CRISP2 is very flat, showing an RMS variation below 1.9 nm over the entire field-of-view for both etalons. Reflectivity RMS variations are 0.4% and 0.3% for the primary and secondary etalons at 617.3 nm. We have assessed data and modeling requirements in order to derive accurate FPI parameters and minimize errors in the determination of etalon reflectivities.","['J. de la Cruz Rodríguez', 'G. B. Scharmer', 'P. Sütterlin', 'J. Leenaarts', 'M. G. Löfdahl', 'D. Kiselman', 'T. Hillberg', 'O. Andriienko']",13.0,13.0,1.0,arxiv.org/pdf/2512.18039,Instrumentation and Methods for Astrophysics,['Solar and Stellar Astrophysics'],,,['Instrumentation: interferometers'],2025-12-23,submitted to A&A,,0,"[None, None, None, None, None, None, None, None]",0,0,0
Constrained Brownian-bridge prior for neutron-star equation-of-state inference,"We set forth a new method for generating model-agnostic, nonparametric priors for neutron star equation-of-state inference that are stable, causal and thermodynamically consistent by construction. This generalizes Gaussian processes to include global thermodynamic constraints, specifically allowing the inclusion of any number of training points in the form $(\mu, n, p)$ while retaining thermodynamic consistency between them. The method is based on constructing constrained Brownian bridges, whose correlation properties can be tuned at will allowing flexibility between a conservative prior and a theory-informed prior. The method does not require any shooting to obey multiple constraints and provides an efficient and informed way to include both chiral effective field theory and perturbative quantum chromodynamics constraints within the same framework.","['Tyler Gorda', 'Oleg Komoltsev', 'Aleksi Kurkela', 'Eirik Sunde']",9.0,17.0,0.0,arxiv.org/pdf/2512.18044,High Energy Astrophysical Phenomena,"['High Energy Physics - Phenomenology', 'Nuclear Theory']",,,[],2025-12-23,"17 pages, 9 figures",,0,"[None, None, None, None]",1,1,0
Designing the Community Infrastructure for ESO's Next Transformational Facility. Equitable Governance and Sustainable Teams for 2040s Astronomy,"The scientific ambitions of the 2040s will require large, interdisciplinary teams operating across continents, institutions, and increasingly heterogeneous political and funding landscapes. While significant effort is devoted to advancing the technical capabilities of future astronomical facilities, frameworks for coordinating and sustaining the associated community systems are often developed in parallel rather than embedded as coherent, long-term structures at the scale needed to fully realise this ambition. In this white paper, submitted as part of the ESO Expanding Horizons initiative, we draw on experience from established observatories and emerging collaborations to identify key community-level challenges. We argue that a central and transversal scientific challenge for the 2040s is to operate a flagship observatory in which access to telescope time, data, leadership, training, and career development is equitable across institutions, member states, and beyond. We propose that access and participation be treated as integral design parameters, embedded from the conceptual stage and sustained throughout the facility lifecycle, in order to ensure long-term scientific excellence, sustainability, and societal return.","['Annagrazia Puglisi', 'Amelia Bayo', 'Laurane Freour', 'Daniela Iglesias', 'Akhil Krishna', 'Fatemeh Zahra Majidi', 'Umberto Rescigno', 'Sabine Thater', 'Laurence Tresse', 'Tanya Urrutia']",0.0,5.0,0.0,arxiv.org/pdf/2512.18047,Instrumentation and Methods for Astrophysics,,the ESO Expanding Horizons initiative and posted on arXiv to encourage community discussion,,[],2025-12-23,Submitted to the ESO Expanding Horizons initiative and posted on arXiv to encourage community discussion. Comments are welcome via email; voluntary endorsement of the general principles may be expressed via this google form: this https URL,,0,"[None, None, None, None, None, None, None, None, None, None]",0,0,0
Precision Spectroscopy for 1.9 Million Galaxies from SDSS-IV: Improved Spectral Measurements and Catalogs for eBOSS,"The Sloan Digital Sky Survey IV DR17 Extended Baryon Oscillation Spectroscopic Survey (eBOSS) consists of 2,233,939 high-quality optical galaxy spectra obtained through 2"" fibers, providing a rich spectroscopic resource for studying galaxy evolution across a broad redshift range. eBOSS was designed primarily for large-scale structure and BAO measurements and, as such, focused on galaxy redshifts, leaving much of the information contained in the spectra unexplored. In addition to the trove of spectra, the large number of repeat observations (197,521 duplicate spectra) enables evaluation of the survey's spectrophotometric quality. To unlock this potential, we introduce the eBOSS Data Analysis Pipeline (eBOSS-DAP), adapted from the MaNGA-DAP, which delivers uniform measurements of emission-line fluxes and equivalent widths, stellar and gas kinematics, continuum spectral indices, and stellar population fits. Using the eBOSS-DAP, we successfully analyze 1,899,553 high-quality galaxy spectra below a redshift of $z < 1.12$ to produce an extensive spectroscopic catalog for the eBOSS galaxy sample. We characterize the calibration performance, quantify the reliability of the derived measurements, and release a suite of data products that fully exploit the power of the eBOSS dataset. These catalogs open the door to a new generation of studies in galaxy evolution and cosmology.","['Owen S. Matthews Acuña', 'Christy A. Tremonti', 'Kyle B. Westfall', 'Shea DeFour-Remy', 'Aleksandar M. Diamond-Stanic', 'Zach J. Lewis', 'Britt Lundgren', 'Drake Miller III', 'Lizhou Sha']",26.0,30.0,4.0,arxiv.org/pdf/2512.18076,Astrophysics of Galaxies,,,,"['Absorption Index Catalog 1', 'galaxies: Emission Line Catalog']",2025-12-23,"30 pages, 26 figures, for associated program go here: this https URL , for associated catalog go here: this https URL",,0,"[None, None, None, None, None, None, None, None, None]",0,0,0
A recurrent 70-100 minute quasi-periodic pulsation in the intermediate-aged mid-M dwarf GJ 3512,"We report the discovery of a {recurrent} quasi-periodic pulsation (QPP) in the late-M dwarf GJ 3512 (M5.5V) using multiple TESS datasets. A strong signal with a period of 70-100 minutes was detected in wavelet analyses of the two-minute cadence light curve from Sector 20. This signal was detected also in observations from Sectors 47 and 60. The QPP persisted for weeks in sector 20 and spanned nearly three years of TESS coverage. There was no significant damping between major flares. This behavior contrasts with that of previously reported stellar QPPs, which are confined to individual flares and decay on timescales of minutes to hours. The oscillation amplitude is at the milli-magnitude level. A pulsation origin is discarded since theoretical instability strips for 100-minute pulsations are restricted to pre-main sequence stars, while GJ 3512 is an intermediate age (2-8 Gyr) main-sequence dwarf. The persistence across independent TESS sectors discards an instrumental artifact origin and points to a likely coronal origin instead, such as oscillatory reconnection or thermal non-equilibrium cycles in large active regions. This represents the first detection of a likely sustained QPP with these characteristics in a late-type star, highlighting the need for further investigation into physical mechanisms behind such variability.","['J. López-Santiago', 'F. Reale', 'G. Micela', 'L. Martino', 'G. Vázquez-Vilar', 'J. Miguez']",5.0,5.0,0.0,arxiv.org/pdf/2512.18086,Solar and Stellar Astrophysics,,MNRASL,,['stars: late-type – stars: magnetic fields – stars: activity – stars: coronae – stars: flare – stars: oscillations 1 INTRODUCTION Quasi-periodic pulsations (QPPs) are a common manifestation of magnetohydrodynamic (MHD) processes in solar and stellar flares'],2025-12-23,Accepted for publication in MNRASL. 5 pages. 5 figures,,0,"['Universidad Carlos III de Madrid, Department of Signal Theory and Communications, Avenida de la Universidad 30, 28911 Leganés (Madrid), Spain', 'INAF-Osservatorio Astronomico di Palermo, Piazza del Parlamento 1, 90134 Palermo, Italy; Dipartimento di Fisica &amp; Chimica, Universitá di Palermo, Piazza del Parlamento 1, 90134 Palermo, Italy', 'INAF-Osservatorio Astronomico di Palermo, Piazza del Parlamento 1, 90134 Palermo, Italy', 'Università degli Studi di Catania, Corso Italia 55, Catania, Italy', 'Universidad Carlos III de Madrid, Department of Signal Theory and Communications, Avenida de la Universidad 30, 28911 Leganés (Madrid), Spain', 'Universidad Carlos III de Madrid, Department of Signal Theory and Communications, Avenida de la Universidad 30, 28911 Leganés (Madrid), Spain']",0,0,1
The rotation-magnetism relationship in solar-type stars. Constraining magnetic flux emergence rates,"The rotation-activity relationship of G-type stars results from surface magnetic fields emerging from the interior. How the magnetic flux and its emergence rate scale with rotation rate are not well understood, both observationally and theoretically. We aim at constraining the emerging magnetic flux as a function of the rotation rate in solar-type stars by numerical simulations compared to empirical constraints set by direct measurements of stellar magnetic fields. We use our Flux Emergence And Transport (FEAT) model for stars with a range of power-law slopes for the dependence of emerging flux on rotation. Complementing this with a heuristic account of the main flux components, we model the resulting mean unsigned field strength as a function of the rotation rate. We compare the results with the Zeeman-intensification measurements and spectropolarimetric data of solar-type stars. Deviations of the model from observations of G stars correlate strongly with stellar metallicity ($r=0.83$) and effective temperature ($r=-0.76$), with a combined coefficient of 0.90, reflecting the dependence of magnetic activity on these two parameters. Correcting for these effects with multilinear regression, we find that magnetic flux emergence rates must scale steeply with rotation power-law exponent of about 1.9) to reproduce observed field strengths, significantly exceeding the estimates in the literature. We also provide correction factors for metallicity and temperature for measurements of early-G-type stellar magnetic fields. Stellar magnetic flux emergence rates scale steeply with rotation, requiring active-region fields to dominate the total surface flux on rapid rotators, whereas small-scale-dynamo fields dominate for slow rotators like the Sun. Metallicity significantly influences the rotation-magnetism relationship, necessitating sample-dependent corrections for accurate stellar dynamo modelling.","['Emre Isik', 'Sami K. Solanki', 'Natalie A. Krivova', 'Alexander I. Shapiro']",10.0,15.0,1.0,arxiv.org/pdf/2512.18095,Solar and Stellar Astrophysics,,,,['stellar activity – stellar magnetic fields – solar analogs 1'],2025-12-23,"15 pages, 10 figures; submitted to A&A",,0,"[None, None, None, None]",0,0,0
The Impact of the MAST Data Archive,"The Barbara A. Mikulski Archive for Space Telescopes (MAST) hosts science-ready data products from over twenty NASA missions, plus community-contributed data collections, and other select surveys. The data support forefront research in the ultraviolet, optical, and near-infrared wavelength bands. We have constructed bibliographies for each mission from publications in nearly 40 professional journals, and have identified more than 37,000 refereed articles where investigators made a science usage of data hosted in MAST. The publication rate over the last 50 years shows that most MAST missions have had very high productivity during their in-service lifetimes, and have remained so for years or decades afterward. Annual citations to these publications, a measure of impact on research, are robust for most missions, with citations that grow over more than a decade. Most of the citations come from about 10% of articles within each mission.We examined the bibliographies of the active missions HST and JWST in greater detail. For HST the rate of archival publications exceeded those authored by the original observing teams within a decade of launch, and is now more than 3 times higher. Early indications hint that JWST archival articles could dominate the publication rate even sooner. The production of articles resulting from any given observing program can extend for decades. Programs with small and very large allocations of observing time tend to be particularly productive per unit of observing time. For HST in general, a first publication appears within 1.5 yr for 50% of observing programs, and within 3.8 yr for 80% of programs. We discuss various external factors that affect publication metrics, their strengths and limitations for measuring scientific impact, and the challenges of making meaningful comparisons of publication metrics across missions.","['Richard A. Shaw', 'Jenny L. Novacescu', 'Sarah Weissman', 'Travis A. Berger', 'Clara E. Brasseur', 'Jeff Chamblee', 'Brian Cherinka', 'Zachary R. Claytor', 'Theresa Dower', 'Chinwe Edeani', 'Scott W. Fleming', 'Jonathan R. Hargis', 'Julie Imig', 'Tim Januario', 'Karen Levay', 'Tim Kimball', 'Jenn Kotler', 'Hannah M. Lewis', 'Steve Lubow', 'Adrian Lucy', 'Brian McLean', 'Sunita G. Malla', 'Jacob Matuskey', 'Sophie J. Miller', 'Susan E. Mullally', 'Claire E. Murray', 'J. E. G. Peek', 'Carlita Phillip', 'Marc Rafelski', 'David R. Rodriguez', 'Gregory F. Snyder', 'Achu J. Usha', 'Richard L. White', 'Jinmi Yoon']",14.0,26.0,5.0,arxiv.org/pdf/2512.18101,Instrumentation and Methods for Astrophysics,,,,"['appear', 'Paper- Track', 'or phrases that indicate candidate papers of interest', 'Astronomical reference materials (90) — Astronomy databases (83) — Catalogs (205) — Classification (1907) — Observatories (1147) — Surveys (1671) 1', 'for each hosted mission', 'for some MAST mis- sion', 'followed by a review by a staff member some months later', 'step- ping through the call-outs until the nature of the data usage is apparent', 'and then recording the classification for each identified mission in the database', 'per mission to account for the use of synonyms and alternate names for missions (e', 'and return metadata and links to source journal articles which are stored in our local database', 'of which about 3500 genuinely refer to a mission']",2025-12-23,"26 pages, 14 figures, 5 tables. To be published in PASP",,0,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]",0,0,1
Double Hot Jupiter Formation through Mirrored ZLK Migration in Binary Star Systems: The Case of WASP-94,"To date, only a handful of binary star systems are known with at least one confirmed planet orbiting each star. Such systems, however, offer a unique perspective on the stochasticity intrinsic to planet formation and evolution -- particularly in twin binary star systems, which consist of near-equal-mass stars formed contemporaneously in the same birth environment. The WASP-94 system, which includes twin F-type stars, is a striking exemplar of such systems, containing two hot Jupiters: WASP-94 Ab is a transiting, spin-orbit misaligned giant planet with a 4-day orbital period, while WASP-94 Bb is non-transiting and has a tighter 2-day orbital period. In this work, we leverage N-body simulations to show that the current double hot Jupiter configuration of the WASP-94 system can be reproduced through mirrored von Zeipel-Lidov-Kozai migration. The upcoming Gaia astrometric data releases offer the potential to search for additional twin planetary systems, including double cold Jupiter systems that may serve as the progenitors for WASP-94-like configurations.","['Yurou Liu', 'Tiger Lu', 'Malena Rice']",2.0,10.0,1.0,arxiv.org/pdf/2512.18108,Earth and Planetary Astrophysics,,ApjL,,[],2025-12-23,Accepted by ApjL,,0,"[None, None, None]",0,0,1
A Search for Radio Technosignatures from Interstellar Object 3I/ATLAS with the Allen Telescope Array,"In 2025 July, the third-ever interstellar object, 3I/ATLAS, was discovered on its ingress into the Solar System. Similar to the NASA Voyager missions sent in 1977, science probes by extraterrestrial life (artifact ``technosignatures'') could be sent to explore other stellar systems like our own. In this campaign, we used the SETI Institute's Allen Telescope Array to observe 3I/ATLAS from 1--9~GHz. We detected nearly 74 million narrowband hits in 7.25~hr of data using the newly-developed search pipeline \texttt{bliss}. We then applied blanking in frequency and drift rate to mitigate Radio Frequency Interference (RFI) in our dataset, narrowing the dataset down to $\sim$2 million hits. These hits were further filtered by the localization code \texttt{NBeamAnalysis}, and the remaining 211 hits were visually inspected in the time-frequency domain. We did not find any signals worthy of additional follow-up. Accounting for the Doppler drift correction and given the non-detection, we are able to set an Effective Isotropic Radiated Power (EIRP) upper limit of $10-110$~W on radio technosignatures from 3I/ATLAS across the frequency and drift rate ranges covered by our survey.","['Sofia Z. Sheikh', 'Valeria Garcia Lopez', 'Isabel Gerrard', 'James R. A. Davenport', 'Wael Farah', 'Blayne Griffin', 'Steve Croft', 'Luigi F. Cruz', 'Imke de Pater', 'Ben Jacobson-Bell', 'Mark Masters', 'Karen I. Perez', 'Alexander W. Pollak', 'Carol Shumaker', 'Andrew Siemion']",6.0,12.0,5.0,arxiv.org/pdf/2512.18142,Earth and Planetary Astrophysics,"['Instrumentation and Methods for Astrophysics', 'Popular Physics']",AAS Journals,,[],2025-12-23,Submitted to AAS Journals,,0,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]",0,0,0
Continuous Wide-Field Optical Monitoring for Very Early-Phase Transient Discovery,"The study of transient phenomena in a multimessenger context is expected to remain a major pillar of astrophysical discovery in the decades ahead. Supernovae, Kilonovae, Black-Hole formation, Novae, GRBs, and tidal disruption events are prime examples, as their earliest phases link electromagnetic radiation to gravitational waves, neutrinos, and high-energy emission. Yet, the physics connecting these messengers unfolds within minutes to hours, while traditional surveys revisit the same region of the sky on the scale of days/weeks, missing when the event begins. Current survey facilities excel at answering what happened and how often, but essentially fail in addressing how it happened and how it couples to gravitational waves, neutrinos, or high-energy emission. Continuous wide-area optical monitoring, as proposed here, removes this limitation. The traditional approach, where a GW or neutrino alert triggers electromagnetic follow-up, is now complemented, and sometimes reversed: early electromagnetic discoveries can prompt searches for weaker gravitational waves or neutrino signals that would otherwise be missed. In the Einstein Telescope era, wide-field optical monitoring will allow us to find the optical counterparts of gravitational-wave events and understand their physics. At the same time, a telescope capable of continuous monitoring provides immediate scientific value for planetary defense, space-debris tracking, stellar variability, exoplanets transit monitoring, accretion-driven activity, and when we step into a new observational territory, the true discoveries are often the ones we did not expect. In this vision, continuous time-domain astronomy does not replace classical surveys: it completes them by supplying the missing temporal dimension. Follow-up observations remain essential, but they now begin at the physical onset of the event rather than after its evolution is underway.","['Massimo Della Valle', 'Maria Teresa Botticella', 'Enrico Cappellaro', 'Roberto Ragazzoni', 'Matteo Aliverti', 'Carmelo Arcidiacono', 'Lorenzo Amati', 'Andrea Baruffolo', 'Maria Grazia Bernardini', 'Giovanni Boato', 'Fabrizio Bocchino', 'Francesco Borsa', 'Mohamed Yahia Bournane', 'Enzo Brocato', 'Giovanni Bruno', ""Paolo D'Avanzo"", 'Nancy Elias-Rosa', 'Silvio Di Rosa', 'Diego Farias', 'Jacopo Farinato', 'Davide Greggio', 'Adriano Ingallinera', 'Luca Izzo', 'Marco Limongi', 'Demetrio Magrin', 'Marco Marongiu', 'Andrea Melandri', 'Giusi Micela', 'Matteo Murgia', 'Valerio Nascimbeni', 'Salvatore Orlando', 'Antonino Petralia', 'Vincenzo Petrecca', 'Maura Pilia', 'Silvia Piranomonte', 'Andrea Possenti', 'Kalyan Radhakrishnan', 'Oleksandra Rebrysh', 'Simone Riggi', 'Irene Salmaso', 'Giovanni Scandariato', 'Corrado Trigilio', 'Simone Zaggia']",0.0,6.0,0.0,arxiv.org/pdf/2512.18157,Instrumentation and Methods for Astrophysics,,,,[],2025-12-23,Submitted in response to the call for White Papers for the definition of the ESO next transformational facility. this https URL. 6 pages,,0,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]",0,0,0
Red noise-based false alarm thresholds for astrophysical periodograms via Whittle's approximation to the likelihood,"Astronomers who search for periodic signals using Lomb-Scargle periodograms rely on false alarm level (FAL) estimates to identify statistically significant peaks. Although FALs are often calculated from white noise models, many astronomical time series suffer from red noise. Prewhitening is a statistical technique in which a continuum model is subtracted from log power spectrum estimate, after which the observer can proceed with a white-noise treatment. Here we present a prewhitening-based method of calculating frequency-dependent FALs. We fit power laws and autoregressive models of order 1 to each Lomb-Scargle periodogram by minimizing the Whittle approximation to the negative log-likelihood (NLL), then calculate FALs based on the best-fit model power spectrum. Our technique is a novel extension of the Whittle NLL to datasets with uneven time sampling. We demonstrate FAL calculations using observations of $\alpha$~Cen~B, GJ~581, HD 192310, synthetic data from the radial velocity (RV) Fitting Challenge, and {\it Kepler} observations of a differential rotator. The {\it Kepler} data analysis shows that only true rotation signals are detected by red-noise FALs, while white-noise FALs suggest all spurious peaks in the low-frequency range are significant. A high-frequency sinusoid injected into $\alpha$~Cen~B $\log R^{\prime}_{HK}$ observations exceeds the 1\% red-noise FAL despite having only 8.9\% of the power of the dominant rotation signal. In a periodogram of HD 192310 RVs, peaks associated with differential rotation and planets are detected against the 5\% red-noise FAL without iterative model fitting or subtraction. Software for calculating red noise-based FALs is available on GitHub.","['Amna Ejaz', 'Sarah Dodson-Robinson', 'Charlotte Haley']",16.0,32.0,1.0,arxiv.org/pdf/2512.18205,Instrumentation and Methods for Astrophysics,"['Earth and Planetary Astrophysics', 'Solar and Stellar Astrophysics']",,,"['Time series analysis (1916)', 'Radial velocity (1332)', 'Period search (1955)', 'Red noise (1956)', 'Lomb-Scargle periodogram (1959)', 'Exoplanet detection methods (489)', 'Astrostatistics (1882) amnaejaz@udel']",2025-12-23,,,0,"[None, None, None]",0,0,0
Unlocking the physics of dwarf galaxies in the 2040s: The case for a next-generation wide-field spectroscopic facility with fibres and IFUs,"Dwarf galaxies ($M_{\star} \lesssim 10^{9} M_{\odot}$) are the most numerous galaxies in the Universe and critical probes of dark matter, baryonic feedback, and galaxy formation. Despite significant progress from wide-field imaging surveys, the majority of dwarf candidates beyond the Local Group will lack spectroscopic follow-up, leaving fundamental questions about their internal kinematics, stellar populations, chemical enrichment, and dark matter content unresolved. Existing and planned facilities cannot efficiently provide the necessary spectroscopy for low-surface-brightness dwarfs over wide areas. We advocate for a dedicated large-aperture ($\geq 20$ m), wide-field, highly multiplexed spectroscopic facility with deployable or monolithic IFUs, capable of high signal-to-noise observations down to $I_{\rm E} \gtrsim 22-23$ mag. Such a facility would enable transformative studies of dark matter cores, baryonic feedback, tidal interactions, environmental effects, and stellar populations, extending the spectroscopic exploration of low-mass galaxies to $z \sim 1.5$, and providing decisive tests of $\Lambda$CDM and alternative dark matter models. Beyond dwarfs, this capability would impact galaxy evolution, strong and weak lensing studies, and cosmology, ensuring that imaging data from the 2030s and 2040s can be fully exploited.","['Crescenzo Tortora', 'Daniela Carollo', 'Leslie Hunt', 'Francine Marleau', 'Rossella Ragusa', 'Teymoor Saifollahi', 'Fernando Buitrago', 'Michele Cantiello', 'Christopher Conselice', 'Francesco De Paolis', 'Sven De Rijcke', 'Pierre-Alain Duc', 'Anna Gallazzi', 'Pavel E. Mancera Piña', 'Anna Ferre Mateu', 'Garreth Martin', 'Mar Mezcua', 'Nicola R. Napolitano', 'Lucia Pozzetti', 'Justin Read', 'Marina Rejkuba', 'Joanna Sakowska', 'Paolo Salucci', 'Elham Saremi', 'Diana Scognamiglio', 'Francesco Shankar', 'Marilena Spavone', 'Euclid Local Universe SWG']",0.0,4.0,0.0,arxiv.org/pdf/2512.18260,Instrumentation and Methods for Astrophysics,['Astrophysics of Galaxies'],,,[],2025-12-23,This contribution was submitted as a White Paper for the ESO Expanding Horizon initiative. You can read the call here: this https URL,,0,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]",0,0,0
