s2_id,S2_Title,S2_Citations,S2_NonSelfCitations
ARXIV:2503.23607,Accretion properties and jet mechanisms for the low-excitation radio galaxies,0,0
ARXIV:2503.22665,The very high X-ray polarisation of accreting black hole IGR J17091−3624 in the hard state,4,4
ARXIV:2503.23599,Predicting Sunyaev-Zel’dovich effect observations of galaxy cluster cavities with the Square Kilometre Array,0,0
ARXIV:2503.23568,Timing and Spectral Analysis of 4U 1626-67 Using AstroSat/LAXPC,0,0
ARXIV:2503.23020,Water-cooled (sub)-Neptunes get better gas mileage,0,0
ARXIV:2503.23017,Sub-parsec precision measurement of pulsar distances with nanohertz gravitational waves,0,0
ARXIV:2503.23015,Engineering Microbial Symbiosis for Mars Habitability,0,0
ARXIV:2503.22990,Habitability and Biosignatures,0,0
ARXIV:2503.22979,"Identification of a dwarf galaxy stream in Gaia, and its possible association with the vast polar structure",0,0
ARXIV:2503.22914,The Cosmic One-Eyed Smile: Revealing the Hidden Face of Mike Wazowski,0,0
ARXIV:2503.22891,High-Energy Neutrino Emission from a Radiatively Inefficient Accretion Flow with a three-dimensional GRMHD Simulation,0,0
ARXIV:2503.22874,Constraining the redshift of PG 1553+113 using the photohadronic model,0,0
ARXIV:2503.22866,Dual Directional Expansion of Classical Cepheids in the Small Magellanic Cloud Revealed by Gaia DR3,0,0
ARXIV:2503.22863,The Gaia AVU-GSR solver: a CPU + GPU parallel code toward Exascale systems,1,1
ARXIV:2503.23045,Conformational isomerism of methyl formate: New detections of the higher-energy trans conformer and theoretical insights,2,2
ARXIV:2503.22858,Probing plasma scattering screens towards the quasar 2005+403 with long-term RATAN-600 observations,1,1
ARXIV:2503.22831,A semi-analytical model of the outer structure of protoplanetary discs formed by the collapse of a rotating molecular cloud,0,0
ARXIV:2503.22814,Enhancing Celestial Imaging: High Dynamic Range with Neuromorphic Cameras,0,0
ARXIV:2503.22802,The Population Synthesis Toolkit (PST) Python Library,0,0
ARXIV:2503.22800,On the structure of open clusters: geometric vs geomantic,0,0
ARXIV:2503.22799,Blackbodies Matter,0,0
ARXIV:2503.22795,The Eras Tour: Mapping the Eras of Taylor Swift to the Cosmological Eras of the Universe,0,0
ARXIV:2503.22793,Kepler's Platonic Model and Its Application to Exoplanetary Systems,0,0
ARXIV:2503.22791,Supermassive Black Holes in X-Rays: From Standard Accretion to Extreme Transients,9,9
ARXIV:2503.22788,Effects of Environment on the Size Evolution of Quiescent Galaxies: Comparing Galaxies in Clusters and in the Field at Two Rest-frame Wavelengths,0,0
ARXIV:2503.22786,"A formula for the area of a triangle: Useless, but explicitly in Deep Sets form",0,0
ARXIV:2503.22835,The Laplace Surface of a Circumplanetary Disc,0,0
ARXIV:2503.23047,Evidence of Phase Transition from Binary Neutron Star Merger,1,1
ARXIV:2503.23063,Pushing the boundaries of asteroseismic individual frequency modelling: unveiling two evolved very low-metallicity red giants,3,3
ARXIV:2503.23067,"Stellar Parameters, Extinction, and Distances for Stars in SMSS DR2 by the SPar Method",0,0
ARXIV:2503.23560,Catsteroseismology: Survey-based Analysis of Purr-mode Oscillations Suggests Inner Lives of Cats are Unknowable,0,0
ARXIV:2503.23544,The Longest Duration SGRE Event in Solar Cycle 25,0,0
ARXIV:2503.23541,The i-processes nucleosynthesis during the formation of He-rich hot-subdwarf stars,0,0
ARXIV:2503.23530,Exploring the variability of young stars with Gaia DR3 light curves,0,0
ARXIV:2503.23521,"THE HADS STAR CSS J102714.3+205943:A COMPONENT OF A BINARY SYSTEM WITH AN ELLIPTIC ORBIT?""",0,0
ARXIV:2503.23517,Stellar Populations and Molecular Gas Composition in the Low-metallicity Environment of WLM,0,0
ARXIV:2503.23485,Hercules Stream and the Outer Elliptical Ring \documentclass[12pt]{minimal} \usepackage{amsmath} \usepackage{wasysym} \usepackage{amsfonts} \usepackage{amssymb} \usepackage{amsbsy} \usepackage{mathrsfs} \usepackage{upgreek} \setlength{\oddsidemargin}{-69pt} \begin{document}$$\boldsymbol{R_{1}R_{2}}$,0,0
ARXIV:2503.23476,Test and Calibration of the Solar Ultraviolet Imaging Telescope (SUIT) on Board Aditya-L1,1,1
ARXIV:2503.23438,The Detectability of Coronal Mass Ejections in the Low Corona Using Multislit Extreme-ultraviolet Spectroscopy,0,0
ARXIV:2503.23418,The Two-component Model of the 'spokes' in Saturn's Rings,0,0
ARXIV:2503.23372,ADF22+: A declining faint end in the far-infrared luminosity function in the SSA22 protocluster at z=3.09,1,1
ARXIV:2503.23354,New Constraints on Dark Photon Dark Matter with a Millimeter-Wave Dielectric Haloscope,0,0
ARXIV:2503.23319,"Class I/II Jets with JWST: Mass-loss Rates, Asymmetries, and Binary-induced Wigglings",0,0
ARXIV:2503.23240,Exploring Compact Symmetric Objects with Complex Morphologies,0,0
ARXIV:2503.23225,New constraints on interacting dark energy from DESI DR2 BAO observations,47,47
ARXIV:2503.23202,Using Wavelet Decomposition to Determine the Dimension of Structures from Projected Images,0,0
ARXIV:2503.23150,Quantum signatures and decoherence during inflation from deep subhorizon perturbations,9,9
ARXIV:2503.23127,Galaxy Imaging with Generative Models: Insights from a Two-Models Framework,0,0
ARXIV:2503.23126,pastamarkers 2: pasta sauce colormaps for your flavorful results,0,0
ARXIV:2503.23123,"A long-lasting eruption heralds SN 2023ldh, a clone of SN 2009ip",1,1
ARXIV:2503.23114,All about Cookies: The perfect compromise between softness and crispiness,0,0
ARXIV:2503.23113,Chorus: Optimizing Synchrotron Transfer Coefficients with Weighted Sums,0,0
ARXIV:2503.23074,Infant Core-collapse Supernovae with Circumstellar Interactions from KMTNet. I. Luminous Transitional Case of KSP-SN-2022c,1,1
ARXIV:2503.23584,Third Harmonic Structure in an Interplanetary Type II Radio Burst and Other Energetic Phenomena During the 2024 September 14 Solar Eruption,0,0
ARXIV:2503.21119,Proper Motion and Natal Kick in the Galactic Black Hole X-Ray Binary AT2019wey,0,0
ARXIV:2503.21118,Optical Observations of the High Mass X-ray Binary MAXI J0709$-$159/LY CMa,0,0
ARXIV:2503.21066,The dynamical state of eROSITA clusters and its impact on the brightest cluster galaxy luminosity,1,1
ARXIV:2503.19414,Direct-collapse supermassive black holes from ultralight dark matter,5,5
ARXIV:2503.19401,Using the Antenna Impedance to Estimate Soil Electrical Parameters for the MIST Global 21 cm Experiment,1,1
ARXIV:2503.19352,Evolution of clustering in cosmological models with time-varying dark energy,4,4
ARXIV:2503.19345,Gamma Ray Bursts from Magnetic Reconnection in Cosmic Strings Wakes,0,0
ARXIV:2503.19327,Irradiated Atmospheres II: Interplay Between Scattering and Vertical-Mixing induced Energy Transport,0,0
ARXIV:2503.19322,A 1.48–2.48 μm R=28 000 spectroscopic atlas of the L7.5 and T0.5 components of the nearest pair of brown dwarfs: Luhman 16AB,1,1
ARXIV:2503.19290,HST SHEL: Revealing Haze and Confirming Elevated Metallicity in the Warm Neptune HAT-P-26b,1,1
ARXIV:2503.19287,The physical association of planetary nebula NGC 2818 with open cluster NGC 2818A,3,3
ARXIV:2503.19259,Growing 3D clouds from 2D maps via full spherization,0,0
ARXIV:2503.19221,Flipping of the Tidal Tails of the Ophiuchus Stream due to the Decelerating Galactic Bar,0,0
ARXIV:2503.19439,The fifth data release of the Kilo Degree Survey: Multi-epoch optical/NIR imaging covering wide and legacy-calibration fields,15,14
ARXIV:2503.19219,Impact of MHD disk wind on early evolutionary stage of protoplanetary disk and dust growth,0,0
ARXIV:2503.19196,Euclid Quick Data Release (Q1). First detections from the galaxy cluster workflow,0,0
ARXIV:2503.19179,The trans-Neptunian object (119951) 2002 KX14 revealed via multiple stellar occultations,1,1
ARXIV:2503.19153,Spatiotemporal Variations of Temperature in Jupiter’s Upper Atmosphere,2,2
ARXIV:2503.19131,Turbulent dynamos in a collapsing cloud,0,0
ARXIV:2503.19121,The impact of assembly history on the X-ray detectability of halos. From galaxy groups to galaxy clusters,1,1
ARXIV:2503.19118,Impacts Into Titan's Methane‐Clathrate Crust as a Source of Atmospheric Methane,1,1
ARXIV:2503.19116,"Understanding compositional evolution of hollows at Dominici crater, Mercury",3,3
ARXIV:2503.19113,Studying Binary Systems in Omega Centauri with MUSE: II. Observational constraints on the orbital period distribution,0,0
ARXIV:2503.19111,Classification of radio sources through self-supervised learning,1,1
ARXIV:2503.19098,Bound Dark Energy: a particle's origin of dark energy,1,1
ARXIV:2503.19214,A JWST project on 47 Tucanae. Binaries among multiple populations,0,0
ARXIV:2503.19440,KiDS-Legacy: Redshift distributions and their calibration,2,2
ARXIV:2503.19441,KiDS-Legacy: Cosmological constraints from cosmic shear with the complete Kilo-Degree Survey,69,69
ARXIV:2503.19442,KiDS-Legacy: Consistency of cosmic shear measurements and joint cosmological constraints with external probes,22,22
ARXIV:2503.19870,Backlighting extended gas halos around luminous red galaxies: Kinematic Sunyaev-Zel’dovich effect from DESI Y1 and ACT data,9,9
ARXIV:2503.19843,FUV to FIR SED modelling of NGC 205,0,0
ARXIV:2503.19796,Cross-correlation between soft X-rays and galaxies. A new benchmark for galaxy evolution models,0,0
ARXIV:2503.19785,The COSMOS-Wall at z∼0.73: Star-forming galaxies and their evolution in different environments,0,0
ARXIV:2503.19772,Hot Rocks Survey. II. The thermal emission of TOI-1468 b reveals a bare hot rock,7,7
ARXIV:2503.19749,A depolarisation census of ASKAP fast radio bursts,0,0
ARXIV:2503.19745,Stellar-wind feedback and magnetic fields around young compact star clusters: 3D magnetohydrodynamics simulations,1,1
ARXIV:2503.19744,Dip and non-linearity in the curvature perturbation from inflation with a transient non-slow-roll stage,2,2
ARXIV:2503.19722,Extended Emission-line Region in a Poststarburst Galaxy Hosting Tidal Disruption Event AT2019qiz and Quasiperiodic Eruptions,1,1
ARXIV:2503.19698,ALeRCE light curve classifier: Tidal disruption event expansion pack,0,0
ARXIV:2503.19697,Spectral classification of young stars using conditional invertible neural networks. II. Application to Trumpler 14 in Carina,0,0
ARXIV:2503.19587,"A Comprehensive Analysis on the Nature of the Spiral Arms in NGC 3686, NGC 4321, and NGC 2403",2,2
ARXIV:2503.19579,Connections between the cycle-to-cycle light curve and O-C variations of non-Blazhko RR Lyrae stars,0,0
ARXIV:2503.19559,Combined Annual Modulation Dark Matter Search with COSINE-100 and ANAIS-112.,2,2
ARXIV:2503.19558,ZTF-observed late-time signals of pre-ZTF transients,0,0
ARXIV:2503.19536,Chronology of our Galaxy from Gaia colour-magnitude diagram fitting (ChronoGal). II. Unveiling the formation and evolution of the kinematically selected thick and thin discs,0,0
ARXIV:2503.19527,A multi-scale investigation into the diagnostic potential of the HCN/HCO+ ratio for active galactic nucleus and starburst activity in nearby galaxies,1,1
ARXIV:2503.19526,Compositional outcomes of Earth formation from a narrow ring,2,2
ARXIV:2503.19512,Conditional autoencoder for generating binary neutron star waveforms with tidal and precession effects,0,0
ARXIV:2503.19504,A high-resolution survey of protoplanetary disks in Lupus and the nature of compact disks,4,4
ARXIV:2503.19481,The age of the universe with globular clusters. Part III. Gaia distances and hierarchical modeling,5,5
ARXIV:2503.19472,The most metal-poor tail of the Galactic halo: Hypothesis for its origin from precise spectral analysis,0,0
ARXIV:2503.19471,Systematic Reanalysis of KMTNet Microlensing Events. II. Two New Planets in Giant-source Events,1,1
ARXIV:2503.19078,MEGA Mass Assembly with JWST: The MIRI EGS Galaxy and AGN Survey,1,1
ARXIV:2503.19884,Magnetosphere Evolution and Precursor-driven Electromagnetic Signals in Merging Binary Neutron Stars,1,1
ARXIV:2503.19061,Joint estimation of the cosmological model and the mass and redshift distributions of the binary black hole population with the Einstein Telescope,1,1
ARXIV:2503.19059,The robust detection and spatial distribution of acetaldehyde in Orion KL: ALMA observations and chemical modeling,0,0
ARXIV:2503.18602,How do recollimation-induced instabilities shape the propagation of hydrodynamic relativistic jets?,2,2
ARXIV:2503.18587,Search for Interpulses in a Complete Sample of Pulsars at a Frequency of 111 MHz,0,0
ARXIV:2503.18538,The Phase Induced Amplitude Apodizer and Nuller,1,1
ARXIV:2503.18510,Brown dwarf number density in the JWST COSMOS-Web field,0,0
ARXIV:2503.18504,Making sense of the spectral line profiles of Betelgeuse and other red supergiants,1,1
ARXIV:2503.18480,Low Surface Brightness structures from annotated deep CFHT images: effects of the host galaxy’s properties and environment,1,1
ARXIV:2503.18416,Accretion in very early Universe and charge asymmetry,0,0
ARXIV:2503.18379,KMTNet View of Blue Large-amplitude Pulsators Toward the Galactic Bulge. I. Discovery of Wide-orbit Companions in OGLE-BLAP-006,1,1
ARXIV:2503.18367,Extinction Distributions in Nearby Star-resolved Galaxies. I. M31,0,0
ARXIV:2503.18333,The Use of Binary Black Holes Merging in Active Galactic Nuclei Disks for Hubble Constant Measurements,1,1
ARXIV:2503.18604,Redshift Distributions of Fast Radio Bursts Inferred Using Clustering in Dispersion Measure Space,1,1
ARXIV:2503.18326,The properties of the obscuring material of a sample of active galactic nuclei from mid-IR and X-ray simultaneous fitting,0,0
ARXIV:2503.18287,Solar Radio Burst Detection Based on Deformable DETR,2,2
ARXIV:2503.18281,Spectral-line performance of low-frequency radio telescope arrays: SKA-Low stations,0,0
ARXIV:2503.18277,New Tests on Lorentz Invariance Violation Using Energy-resolved Polarimetry of Gamma-Ray Bursts,1,1
ARXIV:2503.18233,Deciphering the origins of the elements through galactic archeology,2,2
ARXIV:2503.18230,Generalized nonextensive entropy holographic dark energy models verified by cosmological data,1,1
ARXIV:2503.18217,The Abiogenesis Timescale,0,0
ARXIV:2503.18207,Gravitational wave signatures of primordial black hole reheating in upcoming interferometry missions,3,3
ARXIV:2503.18188,The Compton-Getting origin of the large-scale anisotropy of Galactic cosmic rays,0,0
ARXIV:2503.18145,Asymptotic states of fast neutrino-flavor conversions in the three-flavor framework,10,10
ARXIV:2503.18136,Self-Organized Criticality Across Thirteen Orders of Magnitude in the Solar-Stellar Connection,1,1
ARXIV:2503.18318,LAMOST Young Stellar Objects. I. Spectroscopically Identifying and Characterizing M-type YSOs,1,1
ARXIV:2503.18613,Double radio relics and the radio halo in the high-redshift galaxy cluster El Gordo with the Upgraded GMRT,2,2
ARXIV:2503.18617,Scaling Laws for Emulation of Stellar Spectra,1,1
ARXIV:2503.18621,Multifrequency simultaneous VLBA view of the radio source 3C111,0,0
ARXIV:2503.19054,Very high-energy gamma-ray detection and long-term multiwavelength view of the flaring blazar B2 1811+31,0,0
ARXIV:2503.19042,An Upper Limit on the Interstellar Meteoroid Flux at Video Sizes from the Global Meteor Network,1,1
ARXIV:2503.19031,"Jet-mode Feedback in NGC 5972: Insights from Resolved MUSE, GMRT, and VLA Observations",1,1
ARXIV:2503.19026,Leaky Dust Traps in Planet-embedded Protoplanetary Disks,6,6
ARXIV:2503.19024,Spectropolarimetry of a Nuclear Transient AT2023clx: Revealing the Geometrical Alignment between the Transient Outflow and the Nuclear Dusty Region,0,0
ARXIV:2503.19020,A Spectroscopic Survey of Metal-poor OB Stars in Local Dwarf Galaxy NGC 3109,0,0
ARXIV:2503.19018,What's kickin'in partial tidal disruption events?,1,1
ARXIV:2503.19016,"Spectral Effects of Shock Darkening on Ordinary Chondrite and Howardite, Eucrite, and Diogenite Meteorites",1,1
