title,authors,affiliations
SETI Post-Detection Futures: Directions for Technosignature Research and Readiness,[],[]
An extragalactic gamma-ray binary formed in supernova 2022jli,[],[]
Cosmic ray neutrons in magnetized astrophysical structures,"['Ellis R. Owen$^{1,2}$\\thanks{Speaker}, Yoshiyuki Inoue$^{1,3,4}$, \\\\ Tatsuki Fujiwara$^{1}$, Qin Han$^{5}$ and Kinwah Wu$^{5,3}$ \\vspace{2mm}\\\\ \\it $^{1}$Theoretical Astrophysics, Department of Earth and Space Science, \\\\ \\it Graduate School of Science, The University of Osaka,\\\\ \\it Toyonaka 560-0043, Osaka, Japan \\\\ \\it $^{2}$Astrophysical Big Bang Laboratory (ABBL), RIKEN Pioneering Research Institute, \\\\ \\it Wak\\={o}, Saitama, 351-0198 Japan \\\\ \\it $^{3}$Kavli Institute for the Physics and Mathematics of the Universe (WPI), \\\\ \\it UTIAS, The University of Tokyo, Kashiwa, Chiba 277-8583, Japan \\\\ \\it $^{4}$Interdisciplinary Theoretical \\& Mathematical Science Program (iTHEMS), \\\\ \\it RIKEN, 2-1 Hirosawa, Saitama 351-0198, Japan \\\\ \\it $^{5}$Mullard Space Science Laboratory, University College London, \\\\ \\it Holmbury St.~Mary, Surrey RH5 6NT, UK\\\\']",[[]]
Lyα Intensity Mapping in HETDEX: Galaxy-Lyα Intensity Cross-Power Spectrum,[],[]
Empirical correlation between masses of black holes and Wolf-Rayet stars derived from their mass distributions in spectroscopic binaries,[],[]
Inner disc and circumplanetary material in the PDS 70 system,[],[]
Starobinsky Inflation and the Latest CMB Data: A Subtle Tension?,[],[]
Development of Silicon Micromachined Waveguide Filter-Banks for On-Chip Spectrometers,[],[]
ALMAGAL VI. The spatial distribution of dense cores during the evolution of cluster-forming massive clump,[],[]
Interstellar medium phases and abundances in the central parsec: A JWST MIRI/MRS view of the Galactic center,[],[]
Stellar masses and mass ratios for Gaia open cluster members,[],[]
SatTrack: Software for Evaluating Satellite Interference and Rim-Based Interference Mitigation Using a Reconfigurable Parabolic Antenna,[],[]
Planet-induced Gas and Dust Substructure Feedbacks on Disk Thermal Structure,"['Kan Chen,$^{1}$\\thanks{E-mail: kan.chen.21@ucl.ac.uk} Paola Pinilla$^{2}$ and Mihkel Kama,$^{1,3}$ \\\\ $^{1}$ Department of Physics and Astronomy, University College London, Gower Street, London, WC1E 6BT, UK\\\\ $^{2}$ Mullard Space Science Laboratory, University College London, Holmbury St Mary, Dorking, Surrey RH5 6NT, UK\\\\ $^{3}$ Tartu Observatory, University of Tartu, Observatooriumi 1, Tõravere 61602, Tartu maakond, Estonia']",[[]]
Universal Spectral Tokenization via Self-Supervised Panchromatic Representation Learning,[],[]
FAUST XXVI. The dust opacity spectral indices of protostellar envelopes bridge the gap between interstellar medium and disks,[],[]
Nonlinearity of 3 minute Slow Magnetoacoustic Waves in the Sunspot Umbral Atmosphere,[],[]
X-shaped radio galaxy 3C 315,[],[]
"Beyond the stars: Linking H$α$ sizes, kinematics, and star formation in galaxies at $z\approx 4-6$ with JWST grism surveys and $\texttt{geko}$",[],[]
Unified Kraft Break at ~6500 K: A Newly Identified Single-Star Obliquity Transition Matches the Classical Rotation Break,[],[]
Quantum Markov Chain Monte Carlo for Cosmological Functions,[],[]
On the possibility of using decayless kink oscillations of coronal loops to forecast powerful solar flares and coronal mass ejections,[],[]
Who Uses Whose Telescopes? Analyzing the Knowledge Geography and Research Dominance of Global Astronomical Facilities,[],[]
Investigating the Upper Scorpius OB association with HERMES. I. The spectroscopic sample and 6D kinematics,[],[]
Quantum cosmological perturbations in bouncing models with mimetic dark matter,[],[]
High Five From ASTEP: Three Validated Planets and Two Eclipsing Binaries in a Diverse Set of Long-Period Candidates,[],[]
Testing the local supervoid solution to the Hubble tension with direct distance tracers,[],[]
CRPropa 3.3: Toward a Unified Multi-Messenger Framework from GeV to ZeV Energies,[],[]
Two Periodic Activity Epochs in FRB 20201124A: Coincident with Critical RM Evolution Epochs and Its Implications,"['Wen-Long Zhang (张文龙)', 'Chen-Ran Hu (胡宸然)', 'Chen Du (杜琛)', 'Wen-Jun Tan (谭文俊)', 'Zhen-Yin Zhao (赵臻胤)', 'Shao-Lin Xiong (熊少林)', 'Shuang-Xi Yi (仪双喜)', 'Fa-Yin Wang (王发印)', 'Li-Ming Song (宋黎明)', 'Cheng-Kui Li (李承奎)', 'Shuang-Nan Zhang (张双南)']","[[], [], [], [], [], [], [], [], [], [], []]"
Introduction to the Sky Survey Schedule (SSS) framework,[],[]
The effects of stellar activity cycles on planetary atmospheric escape and the HeI 1083nm transit signature,[],[]
Thermal properties of interplanetary coronal mass ejections at 1 AU and their connection to geoeffectiveness across solar cycles 23-25,[],[]
"J-PAS: First Identification, Physical Properties and Ionization Efficiency of Extreme Emission Line Galaxies",[],[]
How Mass Flows Through Accretion Discs: A Spectral-Timing Vision for the 2040s,[],[]
Quasi-Periodic Pulsations Driven by Structural Oscillations in a Kink-Unstable Flaring Coronal Loop,[],[]
Constraints on transition redshift utilizing the latest H(z) measurements and comments on the Hubble tension,[],[]
Testing gravitational physics by combining DESI DR1 and weak lensing datasets using the E_G estimator,[],[]
Stellar Parameters and Evolutionary Pathways of the Subgiant system HIP 72217,[],[]
Evidence for protons accelerated and escaped from the Puppis A region using \textit{Fermi}-LAT observations,[],[]
StarDICE IV: Characterizing atmosphere gray extinction with thermal infrared observations,[],[]
Prospects for Time-Domain and Multi-Messenger Science with eXTP,"['Tian-Yong Cao', 'Zhen Zhang', '\\\\Zhenwei Lyu', 'Zhen Pan', 'Yunfeng Chen', 'Yong Gao', 'Ang Li', 'Yu-Cong Fu', 'Shuo Xiao', '\\\\Wei-Yang Wang', 'Fayin Wang', 'Zhenyin Zhao', 'Weihua Lei', 'Rong-Feng Shen', 'Lixin Dai', 'Guang-Lei Wu', '\\\\Liang-Duan Liu', 'Bing Li', 'Xilong Fan', 'Xing-Jiang Zhu', 'Youjun Lu', 'Fan Xu', 'Kangfa Cheng', '\\\\Da-Bin Lin', 'Xiao-Hong Zhao', 'Jun-Jie Wei', 'Bin-Bin Zhang', 'Ji-Rong Mao', 'Yongquan Xue', '\\\\Xinwen Shu', 'Wenjie Zhang', 'Wei-Li Lin', 'Achille Fiore', 'Zhuo Li', 'Antonio Martin-Carrillo', '\\\\Joseph Fisher', 'Fei Xie', 'Ye Li', 'Sandro Mereghetti', 'Shao-Lin Xiong', 'Yu-Han Yang', '\\\\Eleonora Troja', 'Zi-Gao Dai', 'Da-Ming Wei', 'En-Wei Liang', '\\\\J.E. Horvath', 'G. R. Cunha Sampaio', 'L.G. Barão', 'L.M.de Sá']","[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]"
From Empirical to Physical Model: Direct Fits of Optically Thin Inverse Compton Scattering to Prompt GRB Spectra,[],[]
The Consequences of Rubin Observatory Time-Domain Survey Design and Host-Galaxy Contamination on the Identification of Binary Supermassive Black Holes,[],[]
Real-time station monitor and stationtest pipelines for LOFAR 2.01,"['Jun Wang', 'M.~J. Norden', 'P. Donker']","[[], [], []]"
In pursuit of the low-energy Solar neutron flux,[],[]
SN 2021lwz: Another Exotic Luminous and Fast Evolving Optical Type Ic Broad-Lined Supernova ?,[],[]
"Spectrophotometric evidence for a metal-bearing, carbonaceous, and pristine interstellar comet 3I/ATLAS",[],[]
"AGN-heated dust revealed in ""Little Red Dots""",[],[]
A novel approach for air shower profile reconstruction with dense radio antenna arrays using Information Field Theory,[],[]
An interferometric study of B star multiplicity,"[""A. J. Frost \\inst{1}, H. Sana\\inst{2,3}, J-B Le Bouquin\\inst{4}, H. B. Perets\\inst{5}, J. Bodensteiner\\inst{6}, A. P. Igoshev\\inst{7}, G. Banyard\\inst{2}, L. Mahy\\inst{8}, \\\\ A. M\\'erand\\inst{9} \\and O. H. Ram\\'irez-Agudelo\\inst{10}""]","[['European Southern Observatory, Alonso de Cordova 3107, Vitacura, Santiago, Chile \\and Institute of Astronomy, KU Leuven, Celestijnlaan 200D, 3001 Leuven, Belgium \\and Leuven Gravity Institute, KU Leuven, Celestijnenlaan 200D, box 2415, 3001 Leuven, Belgium \\and Univ. Grenoble Alpes, CNRS, IPAG, F-38000 Grenoble, France \\and Physics Department, Technion - Israel institute of Technology, Haifa 3200002, Israel \\and Anton Pannekoek Institute, University of Amsterdam, Science Park 904, 1098 XH Amsterdam, The Netherlands \\and School of Mathematics, Statistics and Physics, Newcastle University, Newcastle upon Tyne, NE1 7RU, UK \\and Royal Observatory of Belgium, Avenue Circulaire/Ringlaan 3, 1180 Brussels, Belgium \\and ESO Headquarters, Karl-Schwarzchild-Str 2 85748 Garching, Germany \\and German Aerospace Center (DLR), Institute for AI Safety and Security, Rathausallee 12, St. Augustin, 53757, Germany\\\\ \\email{abigail.frost@eso.org}']]"
A Highly Efficient Cross-matching Scheme using Learned Index Structure,[],[]
A Mission to Demonstrate Rapid-Response Flyby Reconnaissance for Planetary Defense,[],[]
Constraints on Spatial Curvature and Dark Energy Dynamics in the $w$CDM Model from DESI DR1 and DR2,[],[]
"The Extreme Universe Observatory on a Super-Pressure Balloon II: Mission, Payload, and Flight","['J.H.~Adams~Jr.,', 'D.~Allard,', 'P.~Alldredge,', 'L.~Anchordoqui,', 'A.~Anzalone,', 'M.~Bagheri,', 'M.~Battisti,', 'R.~Bellotti,', 'A.A.~Belov,', 'M.~Bertaina,', 'P.F.~Bertone,', 'S.~Blin-Bondil,', 'J.~Bogdan,', 'J.~Burton,', 'F.~Cafagna,', 'R.~Caruso,', 'M.~Casolino,', ""K.~\\v{C}ern\\'{y},"", 'M.J.~Christl,', 'R.~Colalillo,', 'H.J.~Crawford,', 'A.~Creusot,', 'A.~Cummings,', 'J.~Desiato,', 'R.~Diesing,', 'A.~Di~Nola,', 'T.~Ebisuzaki,', 'J.~Eser,', 'F.~Fenu,', 'S.~Ferrarese,', 'G.~Filippatos,', 'W.W.~Finch,', 'F.~Flaminio,', 'S.~Flannery,', 'C.~Fornaro,', 'N.~Friedlander,', 'D.~Fuehne,', 'C.~Fuglesang,', 'S.~Gadamsetty,']","[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]"
The Initial mass function of field stars with mass $\leq$ 1 $M_{\odot}$ varies with metallicity,[],[]
Euclid: Early Release Observations -- Interplay between dwarf galaxies and their globular clusters in the Perseus galaxy cluster,[],[]
PRIMAger General Observer programs: a {\Large $π$}-sr Infrared Survey and other General Observer wide-field programs,[],[]
A Butterfly's Eye Camera for Intensity Interferometry with Cherenkov Telescopes,[],[]
Determination of Light Curve Parameters of Poorly Studied Eclipsing Variables Using Data from Tess and Other Sky Surveys,[],[]
Search for neutrino doublets and triplets using 11.4 years of IceCube data,[],[]
The Atacama Cosmology Telescope: DR6 Sunyaev-Zel'dovich Selected Galaxy Clusters Catalog,[],[]
A critical value of the inflationary tensor-to-scalar ratio from inhomogeneous inflation,[],[]
A bottleneck for star formation: the importance of magnetic fields during the formation of cold gas in galaxies,[],[]
DESI DR2 Galaxy Luminosity Functions,[],[]
Variability of X-ray polarization of Cyg X-1,[],[]
The Influence of Magnetic Fields on Second-Generation Star Formation in Globular Clusters,"['A. Yaghoobi, $^{1,2}$\\thanks{E-mail:a.yaghoobi@ipm.ir} F. Tabatabaei$^{1}$, J. Rosdahl$^{2}$, B. Commercon$^{2}$, S. Sheikhnezami$^{3}$, and F. Calura$^{4}$ \\\\ $^{1}$ Institute for Research in Fundamental Sciences (IPM), Larak Garden, 19395-5531 Tehran, Iran \\\\ $^{2}$ Univ Lyon, Univ Lyon1, Ens de Lyon, CNRS, Centre de Recherche Astrophysique de Lyon UMR5574, F-69230, Saint-Genis-Laval, France\\\\ $^{3}$ Department of Physics, Institute for Advanced Studies in Basic Sciences (IASBS), 444 Prof. Yousef Sobouti Blvd., 45137-66731, Zanjan, Iran \\\\ $^{4}$ INAF - OAS, Osservatorio di Astrofisica e Scienza dello Spazio di Bologna, via Gobetti 93/3, I-40129 Bologna, Italy']",[[]]
"Analyzing GW231109_235456 and understanding its potential implications for population studies, nuclear physics, and multi-messenger astronomy",[],[]
On the origins of coronal Alfvénic waves,[],[]
Stellar intensity interferometry in the photon-counting regime,[],[]
"The Ly$α$ and Continuum Origins Survey. III. Investigating the link between galaxy morphology, merger properties and LyC escape",[],[]
Traces of wobbling accretion disk in X-ray pulsar Her X-1 from observations of the ART-XC telescope of the SRG observatory,"['V.~M.~Revnivtsev\\inst{1,2}\\thanks{vlad.revnivtsev@cosmos.ru}, K.~A.~Postnov\\inst{1}, S.~V.~Molkov\\inst{2}, N.~I.~Shakura\\inst{1}, A.~A.~Lutovinov\\inst{2}, I.~Yu.~Lapshov\\inst{2}, D.~A.~Kolesnikov\\inst{1}, A.~Yu.~Tkachenko\\inst{2}']","[['$^1$ Moscow State University, Sternberg Astronomical Institute, 119234 Moscow, Russia\\\\ $^2$ Space Research Institute of the Russian Academy of Sciences, 117997 Moscow, Russia\\\\']]"
Timescales for the Effects of Interactions on Galaxy Properties and SMBH Growth,[],[]
Stingrays in the radio sky: Two unusual diffuse radio relic sources in the direction of the Magellanic Stream,[],[]
Bulk viscosity from neutron decays to dark baryons in neutron star matter,[],[]
Resolution of the Solar Convective Conundrum? New Results Using the Time-Distance Deep-Focus Method,"['John T. Stefan', 'Alexander G. Kosovichev', 'Gustavo Guerreo', 'Andrey M. Stejko']","[['New Jersey Institute of Technology, University Heights, Newark, NJ 07102, USA'], ['New Jersey Institute of Technology, University Heights, Newark, NJ 07102, USA', 'NASA Ames Research Center, Moffett Field, Mountain View, CA 94043, USA'], ['Universidade Federal de Minas Gerais, Av. Antonio Carlos 6627, Belo Horizonte, MG 31270-901, Brazil'], ['New Jersey Institute of Technology, University Heights, Newark, NJ 07102, USA']]"
Determining the magnetic field of active region plages using the whole CLASP2/2.1 spectral window,[],[]
"\texttt{GWBird}: a toolkit for the characterization of the Stochastic Gravitational Wave Background for Ground, Space, and Pulsar Timing Array detectors",[],[]
SHARP: Beyond JWST -- Revealing the galaxy birth and growth with the resolution of the ELT,[],[]
Ripples in the baryon to dark matter ratio in $Λ$CDM: implications for galaxy formation,[],[]
Constraining Lens Masses in Moderately to Highly Magnified Microlensing Events from Gaia,[],[]
The JCMT Gould Belt Survey: First results from the Corona Australis molecular cloud and evidence of variable dust emissivity indices in the Coronet region,"[""K. Pattle$^{1}$, D. Bresnahan$^{2}$, D. Ward-Thompson$^{2}$, H. Kirk$^{3}$, J. M. Kirk$^{2}$, D. S. Berry$^{4}$, \\newauthor H. Broekhoven-Fiene$^{5}$, J. Hatchell$^{6}$, T. Jenness$^{7}$, D. Johnstone$^{4, 5}$, J. C. Mottram$^{8, 9}$, A. Duarte-Cabral$^{10}$, \\newauthor J. Di Francesco$^{3, 5}$, M. R. Hogerheijde$^{8, 11}$, P. Bastien$^{12}$, H. Butner$^{13}$, M. Chen$^{14}$, A. Chrysostomou$^{15}$, \\newauthor S. Coud\\'{e}$^{16,17}$, M. J. Currie$^{4,33}$, C. J. Davis$^{18}$, E. Drabek-Maunder$^{19}$, M. Fich$^{20}$, J. Fiege$^{21}$, P. Friberg$^{4}$, \\newauthor R. Friesen$^{22}$, G.A. Fuller$^{23}$, S. Graves$^{4}$, J. Greaves$^{10}$, W. Holland$^{24, 25}$, G. Joncas$^{26}$, L.B.G. Knee$^{3}$, \\newauthor S. Mairs$^{3,4}$, K. Marsh$^{10}$, B. C. Matthews$^{3, 5}$, G. Moriarty-Schieven$^{3}$, C. Mowat$^{6}$, J. Rawlings$^{1}$, B. Retter$^{6}$, \\newauthor J. Richer$^{27, 28}$, D. Robertson$^{29}$, E. Rosolowsky$^{30}$, S. Sadavoy$^{14}$, H. Thomas$^{17}$, N. Tothill$^{31}$, S. Viti$^{8}$, \\newauthor G. J. White$^{32, 33}$, J. Wouterloot$^{4}$, J. Yates$^{1}$, M. Zhu$^{34}$\\\\ \\\\ \\textit{Affiliations are given after the references}""]",[[]]
Data Movement Model for the Vera C. Rubin Observatory,[],[]
ZTF SN Ia DR2 follow-up: Exploring the origin of the Type Ia supernova host galaxy step through Si II velocities,[],[]
Near-degeneracy effects in Quadrupolar Mixed Modes. From an Asymptotic Description to Data Fitting,[],[]
The LSPE-Strip Pointing Reconstruction and Star Tracker,"['Michele Maris,\\ORCID{0000-0001-9442-2754} \\note{Corresponding author: M. Maris.}', 'Maurizio Tomasi,\\ORCID{0000-0002-1448-6131}', 'Matteo Baratto,\\ORCID{0009-0000-8702-9591}', 'Fabio Paonessa,\\ORCID{0000-0001-7660-0502}', 'Cristian Franceschet,\\ORCID{0000-0002-3528-5240}', 'Daniele Tavagnacco,\\ORCID{0000-0001-7475-9894}', 'Oscar Antonio Peverini,\\ORCID{0000-0002-7681-6837}', 'Fabrizio Villa,\\ORCID{0000-0003-1798-861X}', 'Mario Zannoni,\\ORCID{0000-0002-4495-571X}', 'Marco Bersanelli,\\ORCID{0000-0002-7866-948X}', 'Barbara Caccianiga,\\ORCID{0000-0002-8026-7754}', 'Stefano Mandelli,\\ORCID{0000-0001-6737-6422}', 'Aniello Mennella,\\ORCID{0000-0002-5343-6655}', 'Federico Nati,\\ORCID{0000-0002-8307-5088}', 'Stefano Sartor,\\ORCID{0000-0002-0012-6848}', ""Ricardo T. G\\'enova-Santos,\\ORCID{0000-0001-5479-0034}"", 'Jose A. Rubino-Martin,\\ORCID{0000-0001-5289-3021}', 'Francesco Cuttaia,\\ORCID{0000-0001-6608-5017}', 'Francesco Cavaliere,', 'Massimo Gervasi,\\ORCID{0000-0003-3884-0905}', 'and Andrea Zacchei\\ORCID{0000-0003-0396-1192}']","[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['Trieste Astronomical Observatory - Italian National Institute for Astrophysics (INAF-OATs), Via G.B.Tiepolo 11, 34135, Trieste, Italy', 'Dipartimento di Fisica ”Aldo Pontremoli”, Università degli Studi di Milano, Via G.Celoria 16, 20133, Milano, Italy', ""Istituto di Elettronica e di Ingegneria dell'Informazione e delle Telecomunicazioni (IEIIT), Consiglio Nazionale delle Ricerche (CNR), Corso Duca degli Abruzzi 24, 10129 - Torino, Italy"", 'INAF – Osservatorio di Astrofisica e Scienza dello Spazio di Bologna, Via Gobetti 93/3, 40129 Bologna, Italy', 'Dipartimento di Fisica, Universit\\`{a} di Milano - Bicocca, Piazza della Scienza 3, 20126 Milano, Italy', 'PCF OAVdA - Osservatorio Astronomico della Regione Autonoma Valle d’Aosta, Lignan, 39 11020 NUS (AO), Italy', ""Instituto de Astrof\\'{\\i}sica de Canarias, E-38200 La Laguna, Tenerife, Canary Islands, Spain"", ""Departamento de Astrof\\'{\\i}sica. Universidad de La Laguna (ULL), E-38206 La Laguna, Tenerife, Spain"", 'INFN--Sezione di Milano, Via Celoria 16, 20133 Milano, Italy', 'INFN--Sezione di Milano Bicocca, Piazza della Scienza 3, 20126 Milano, Italy', 'CERN, Esplanade des Particules 1, P.O. Box 1211 Geneva 23, Geneva, Switzerland', 'Institute for Fundamental Physics of the Universe (IFPU), Trieste, Italy Via Beirut, 2, 34151 Trieste (TS), Italy', 'Fondazione ICSC - Centro Nazionale di Ricerca in HPC, Big Data and Quantum Computing Via Magnanelli 2, 40033 Casalecchio di Reno (BO), Italy']]"
Forecasts for lifetime and fraction of Decaying Dark Matter based on redshift distortions from Euclid and BOSS,[],[]
"The B[e] Phenomenon in Supergiants. A Result of Mass Transfer in Binaries, Mergers, or What?",[],[]
Planetary Nebula Evolution for Single Stellar Models. The Formation of Neutral Spikes,[],[]
Before its time: a remarkably evolved protocluster core at z=7.88,[],[]
Spectral Characterization of a 90 GHz CLASS Pixel,[],[]
Supermassive Neutron Stars in Starobinsky Gravity with Causal Hybrid Stellar Matter,[],[]
Tracing the Milky Way: Calibrating chemical ages with high-precision Kepler data,"[""G. Casali,$^{1,2,3,4}$ \\thanks{E-mail: giada.casali@anu.edu.au} J. Montalb\\'an,$^{3,5}$ A. Miglio,$^{3}$ L. Casagrande,$^{1,2}$ L. Magrini,$^{6}$ C. Chiappini,$^{7}$ A. Bragaglia,$^{4}$ \\newauthor M. Matteuzzi,$^{3,4}$ K. Brogaard,$^{3,8}$ A. Stokholm,$^{3,5,8}$ V. Grisoni,$^{9,3}$ M. Tailo,$^{3,10,11}$ E. Willett$^{5}$ \\\\ $^{1}$Research School of Astronomy and Astrophysics, The Australian National University, Canberra, ACT 2611, Australia\\\\ $^{2}$ARC Centre of Excellence for All Sky Astrophysics in 3 Dimensions (ASTRO 3D), Australia\\\\ $^{3}$Dipartimento di Fisica e Astronomia, Universit\\`a di Bologna, Via Gobetti 93/2, I-40129 Bologna, Italy\\\\ $^{4}$INAF – Osservatorio di Astrofisica e Scienza dello Spazio, Via P. Gobetti 93/3, 40129 Bologna, Italy\\\\ $^{5}$School of Physics \\& Astronomy, University of Birmingham, Edgbaston, Birmingham, B15 2TT, UK\\\\ $^{6}$INAF – Osservatorio Astrofisico di Arcetri, Largo E. Fermi 5, 50125 Firenze, Italy\\\\ $^{7}$Leibniz-Institut fur Astrophysik Potsdam (AIP), An der Sternwarte 16, D-14482 Potsdam, Germany\\\\ $^{8}$Stellar Astrophysics Centre, Aarhus University, Ny Munkegade 120, Bldg. 1520, 8000 Aarhus C, Denmark\\\\ $^{9}$INAF, Osservatorio Astronomico di Trieste, via G.B. Tiepolo 11, I-34131, Trieste, Italy\\\\ $^{10}$INAF-Osservatorio Astronomico di Padova, Vicolo dell'Osservatorio 5, Padova, IT-35122, Italy\\\\ $^{11}$INAF, Observatory of Rome, Via Frascati 33, 00077, Monte Porzio Catone (RN), Italy\\\\""]",[[]]
JWST's sharper view of EX Lup: cold water from ice sublimation during accretion outbursts,"['Sarah A. Smith', 'Carlos E. Romero-Mirza', 'Andrea Banzatti', 'Christian Rab', ""P\\'eter \\'Abrah\\'am"", ""\\'Agnes K\\'osp\\'al"", 'Rik Claes', 'Carlo F. Manara', 'Karin I. \\""Oberg']","[[], ['Center for Astrophysics $\\vert$ Harvard \\& Smithsonian, Cambridge, MA 02138, USA'], [], ['University Observatory, Faculty of Physics, Ludwig-Maximilians-Universität München, Scheinerstr. 1, D-81679 Munich', 'Max-Planck-Institut für extraterrestrische Physik, Giessenbachstrasse 1, D-85748 Garching, Germany'], ['\\konkoly{}', '\\elte{}', '\\vienna{}'], ['\\konkoly{}', '\\elte{}', '\\mpia{}'], [], [], ['Center for Astrophysics, Harvard \\& Smithsonian, 60 Garden St., Cambridge, MA 02138, USA']]"
CME activities on spotless days during descending phase of solar cycles 23 and 24,[],[]
Dielectronic recombination studies of ions relevant to kilonovae and non-LTE plasma,"['S.~Singh', 'Z.~Harman', 'C.~H.~Keitel']","[[], [], ['Max--Planck--Institut f\\""{u}r Kernphysik, Saupfercheckweg 1, 69117 Heidelberg, Germany']]"
Signatures of Galactic Expansion in Gaia DR3: Implications for the JWST Early-Galaxy Puzzle,[],[]
In-depth analysis of the clustering of dark matter particles around primordial black holes. Part II. Analytical prescriptions for spikes,[],[]
Three-dimensional Search for Annihilating Dark Matter in CBe dSph with the MAGIC Telescopes,[],[]
Knobs and dials of retrieving JWST transmission spectra. II. Impacts of pipeline-level differences on retrieval posteriors,[],[]
"Closing the Evidence Gap: reddemcee, a Fast Adaptive Parallel Tempering Sampler",[],[]
Deep Learning Improves Photometric Redshifts in All Regions of Color Space,[],[]
Illuminating Dark Energy with Bright Standard Sirens from Future Detectors,[],[]
The Search for Stable Nickel: Investigating the Origins of Type Ia Supernovae with Late-time NIR Spectroscopy from the Carnegie Supernova Project-II,"['Tundra North America', ""Forrest Sur Am\\'{e}rica"", 'S. Africa', 'River Europe', 'Asia Mountain', 'Coral Australia', 'Penguin Antarctica']","[['University of Saskatchewan'], ['Universidad de Chile, Department of Astronomy'], ['South African Astronomical Observatory', 'University of Cape Town, Department of Astronomy'], ['University of Heidelberg'], ['Tata Institute of Fundamental Research, Department of Astronomy'], ['James Cook University, Department of Physics'], ['Amundsen–Scott South Pole Station']]"
Revealing Fine Structure in Protoplanetary Disks with Physics Constrained Neural Fields,[],[]
Continued Rapid Radio Brightening of the Tidal Disruption Event AT2018hyz,[],[]
HI Content of Group Galaxies from the FAST All Sky HI Survey,[],[]
How accurately can obscured galaxy luminosities be measured using spectral energy distribution fitting of near- through far-infrared observations?,[],[]
Investigating a Characteristic Time Lag in the Ionospheric F-region's Response to Solar Flares,[],[]
SN 2024aecx: Double-Peaked Light Curves and Rapid Evolution in a Nearby Type IIb Supernova,[],[]
Effect of local environment on Ly$α$ line profile in DESI/ODIN LAEs,[],[]
Identifying the secondary jet in the RadioAstron image of OJ~287,[],[]
Experiments reveal extreme water generation during planet formation,[],[]
The Atacama Cosmology Telescope. CMB Lensing from Daytime Data: A First Demonstration,[],[]
Leptohadronic Multimessenger Modeling of Two High-redshift (z $>$ 1) Neutrino Emission Blazar Candidates,"['Xiong Jiang', 'Neng-Hui Liao', 'Rui Xue', 'Yi-Zhong Fan', 'Da-Ming Wei']","[['Department of Physics and Astronomy, College of Physics, Guizhou University, Guiyang 550025, China', 'Key Laboratory of Dark Matter and Space Astronomy, Purple Mountain Observatory, Chinese Academy of Sciences, Nanjing 210023, People’s Republic of China', 'School of Astronomy and Space Science, University of Science and Technology of China, Hefei, Anhui 230026, People’s Republic of China'], ['Department of Physics and Astronomy, College of Physics, Guizhou University, Guiyang 550025, China'], ['Department of Physics, Zhejiang Normal University, Jinhua 321004, China'], ['Key Laboratory of Dark Matter and Space Astronomy, Purple Mountain Observatory, Chinese Academy of Sciences, Nanjing 210023, People’s Republic of China', 'School of Astronomy and Space Science, University of Science and Technology of China, Hefei, Anhui 230026, People’s Republic of China'], ['Key Laboratory of Dark Matter and Space Astronomy, Purple Mountain Observatory, Chinese Academy of Sciences, Nanjing 210023, People’s Republic of China', 'School of Astronomy and Space Science, University of Science and Technology of China, Hefei, Anhui 230026, People’s Republic of China']]"
Classifying High-Energy Celestial Objects with Machine Learning Methods,[],[]
Thermal Deformations in Super-Eddington Magnetized Neutron Stars: Implications for Continuous Gravitational-Wave Detectability,[],[]
The first 10years of the HAWC Gamma-Ray Observatory: science results,[],[]
Kinematics of young stellar objects in NGC 2024 based on infrared proper motions,[],[]
Observing bright pulsating white dwarfs with PLATO: A new window into the late stages of stellar evolution,[],[]
Intrinsic galaxy alignments in CAMELS simulations and the significant impact of baryon model,[],[]
